project_id_prefix,sub_category_zh,sub_category_en,major_code,onet_code
ENG-0507,无人机工程师,Drone Engineer / UAV Engineer,ENG,17-2011.00
ENG-0508,航空材料工程师,Aerospace Materials Engineer,ENG,17-2131.00
ENG-0509,飞行测试工程师,Flight Test Engineer,ENG,17-2011.00
ENG-0510,空气动力学工程师,Aerodynamics Engineer,ENG,17-2011.00
ENG-0601,汽车设计工程师,Automotive Design Engineer,ENG,17-2141.02
ENG-0602,新能源汽车工程师,New Energy Vehicle Engineer,ENG,17-2141.02
ENG-0603,自动驾驶工程师,Autonomous Driving Engineer,ENG,17-2141.02
ENG-0604,车辆动力系统工程师,Powertrain Engineer,ENG,17-2141.02
ENG-0605,汽车电子工程师,Automotive Electronics Engineer,ENG,17-2072.00
ENG-0606,汽车安全工程师,Automotive Safety Engineer,ENG,17-2141.02
ENG-0607,汽车NVH工程师,Automotive NVH Engineer,ENG,17-2141.02
ENG-0608,电池系统工程师,Battery Systems Engineer,ENG,17-2141.02
ENG-0609,车身工程师,Vehicle Body Engineer,ENG,17-2141.02
ENG-0610,底盘工程师,Chassis Engineer,ENG,17-2141.02
ENG-0611,汽车标定工程师,Automotive Calibration Engineer,ENG,17-2141.02
ENG-0612,车联网(V2X)工程师,V2X / Connected Vehicle Engineer,ENG,17-2061.00
ENG-0701,芯片设计工程师(IC Designer),IC Design Engineer,ENG,17-2072.00
ENG-0702,半导体制造工程师,Semiconductor Fabrication Engineer,ENG,17-2072.00
ENG-0703,封装测试工程师,Packaging & Testing Engineer,ENG,17-2072.00
ENG-0704,FPGA工程师,FPGA Engineer,ENG,17-2072.00
ENG-0705,半导体工艺工程师,Semiconductor Process Engineer,ENG,17-2072.00
ENG-0706,光刻工程师,Lithography Engineer,ENG,17-2072.00
ENG-0707,EDA工具工程师,EDA Tools Engineer,ENG,17-2072.00
ENG-0708,芯片验证工程师,Chip Verification Engineer,ENG,17-2072.00
ENG-0709,模拟IC设计工程师,Analog IC Design Engineer,ENG,17-2072.00
ENG-0710,晶圆代工工程师,Foundry / Wafer Fab Engineer,ENG,17-2072.00
ENG-0801,核电工程师,Nuclear Power Engineer,ENG,17-2161.00
ENG-0802,核医学物理师,Medical Physicist (Nuclear),ENG,29-1299.01
ENG-0803,辐射防护工程师,Radiation Protection Engineer,ENG,17-2161.00
ENG-0804,核反应堆操作员,Nuclear Reactor Operator,ENG,51-8011.00
ENG-0805,核废料管理工程师,Nuclear Waste Management Engineer,ENG,17-2161.00
ENG-0806,核燃料工程师,Nuclear Fuel Engineer,ENG,17-2161.00
ENG-0901,工厂厂长,Plant Manager,ENG,11-3051.00
ENG-0902,精益生产工程师,Lean Manufacturing Engineer,ENG,17-2112.00
ENG-0903,工业工程师,Industrial Engineer,ENG,17-2112.00
ENG-0904,生产计划员,Production Planner,ENG,11-3051.04
ENG-0905,制造工程师,Manufacturing Engineer,ENG,17-2112.00
ENG-0906,供应商质量工程师,Supplier Quality Engineer,ENG,17-2112.00
ENG-0907,设备维护经理,Maintenance Manager,ENG,11-3051.00
ENG-0908,安全工程师(工厂),Factory Safety Engineer,ENG,17-2111.02
ENG-0909,自动化产线工程师,Automated Production Line Engineer,ENG,17-2112.00
ENG-0910,智能制造工程师,Smart Manufacturing / Industry 4.0 Engineer,ENG,17-2112.00
ENG-1001,质量保证工程师(QA),Quality Assurance Engineer,ENG,17-2112.01
ENG-1002,质量控制工程师(QC),Quality Control Engineer,ENG,17-2112.01
ENG-1003,计量工程师,Metrology Engineer,ENG,17-2112.01
ENG-1004,标准化工程师,Standards Engineer,ENG,17-2112.01
ENG-1005,无损检测工程师,Non-Destructive Testing (NDT) Engineer,ENG,17-3029.09
ENG-1006,可靠性工程师,Reliability Engineer,ENG,17-2112.01
ENG-1007,六西格玛黑带,Six Sigma Black Belt,ENG,17-2112.00
ENG-1008,认证工程师(CE/UL),Certification Engineer (CE/UL),ENG,17-2112.01
ENG-1101,通信网络工程师,Telecommunications Network Engineer,ENG,17-2061.00
ENG-1102,5G系统工程师,5G Systems Engineer,ENG,17-2061.00
ENG-1103,光纤工程师,Fiber Optics Engineer,ENG,17-2061.00
ENG-1104,卫星通信工程师,Satellite Communications Engineer,ENG,17-2061.00
ENG-1105,天线工程师,Antenna Engineer,ENG,17-2061.00
ENG-1201,生物医学工程师,Biomedical Engineer,ENG,17-2031.00
ENG-1202,医疗器械设计工程师,Medical Device Design Engineer,ENG,17-2031.00
ENG-1203,康复工程师,Rehabilitation Engineer,ENG,17-2031.00
ENG-1204,组织工程研究员,Tissue Engineering Researcher,ENG,17-2031.00
ENG-1205,生物力学工程师,Biomechanical Engineer,ENG,17-2031.00
ENG-1301,环境工程师(制造),Environmental Engineer (Manufacturing),ENG,17-2081.00
ENG-1302,噪声控制工程师,Noise Control / Acoustic Engineer,ENG,17-2199.01
ENG-1303,能源审计师,Energy Auditor,ENG,13-1199.01
ENG-1304,绿色建筑工程师,Green Building / LEED Engineer,ENG,17-2051.00
ENG-1305,水处理工程师(工业),Industrial Water Treatment Engineer,ENG,17-2081.00
ENG-1306,可靠性/可用性工程师(RAMS),"RAMS Engineer (Reliability, Availability)",ENG,17-2112.01
ENG-1307,安全评价工程师,Safety Assessment Engineer (HAZOP),ENG,17-2111.02
ENG-1308,防腐蚀工程师,Corrosion Protection Engineer,ENG,17-2041.00
ENG-1309,管道完整性工程师,Pipeline Integrity Engineer,ENG,17-2171.00
ENG-1310,激光工程师,Laser Engineer,ENG,17-2072.00
ENG-1311,焊接工程师,Welding Engineer,ENG,17-2141.00
ENG-1312,电镀工程师,Electroplating / Surface Treatment Engineer,ENG,17-2041.00
ENG-1313,真空技术工程师,Vacuum Technology Engineer,ENG,17-2072.00
ENG-1314,爆炸力学工程师,Explosion Mechanics / Blast Engineer,ENG,17-2199.00
GOV-0101,中央政府公务员,Central Government Civil Servant,GOV,11-1031.00
GOV-0102,外交官,Diplomat,GOV,11-1031.00
GOV-0103,政策分析师,Policy Analyst,GOV,19-3094.00
GOV-0104,财政预算官员,Budget Analyst,GOV,13-2031.00
GOV-0105,税务官员,Tax Official,GOV,13-2081.00
GOV-0106,立法助理/政策顾问,Legislative Assistant / Policy Advisor,GOV,19-3094.00
GOV-0107,政府发言人/新闻官,Government Spokesperson / Press Secretary,GOV,27-3031.00
GOV-0201,地方政府公务员,Local Government Officer,GOV,11-1031.00
GOV-0202,城管执法人员,Urban Management Officer (Chengguan),GOV,
GOV-0203,民政事务员,Civil Affairs Officer,GOV,21-1099.00
GOV-0204,社区干部/街道办事员,Community/Street Office Official,GOV,
GOV-0205,镇长/区长,Mayor / District Governor,GOV,11-1031.00
GOV-0206,规划审批官员,Planning & Zoning Officer,GOV,19-3051.00
GOV-0207,公共卫生巡查员,Public Health Inspector,GOV,29-9011.00
GOV-0301,法院书记员,Court Clerk,GOV,43-4031.00
GOV-0302,法警,Court Marshal / Bailiff,GOV,33-3011.00
GOV-0303,监狱管理人员,Corrections Officer,GOV,33-3012.00
GOV-0304,缓刑官/假释官,Probation / Parole Officer,GOV,21-1092.00
GOV-0401,事业编制人员,Public Institution Staff (Shiye Bian),GOV,
GOV-0402,公共图书馆馆长,Public Library Director,GOV,11-9121.01
GOV-0403,政府统计人员,Government Statistician,GOV,15-2041.00
GOV-0404,气象预报员,Meteorologist,GOV,19-2021.00
GOV-0501,联合国职员,United Nations Staff,GOV,11-1031.00
GOV-0502,国际组织项目官员,International Organization Program Officer,GOV,11-9199.00
GOV-0503,国际发展顾问,International Development Advisor,GOV,19-3094.00
GOV-0504,翻译/口译(国际组织),International Organization Translator/Interpreter,GOV,27-3091.00
GOV-0601,军官,Military Officer,GOV,55-1011.00
GOV-0602,士兵/士官,Enlisted Soldier / NCO,GOV,55-3019.00
GOV-0603,军事情报分析师,Military Intelligence Analyst,GOV,55-3017.00
GOV-0604,军医,Military Physician,GOV,29-1216.00
GOV-0605,军事工程师,Military Engineer,GOV,55-1012.00
GOV-0701,警察,Police Officer,GOV,33-3051.00
GOV-0702,刑事侦探,Criminal Investigator / Detective,GOV,33-3021.00
GOV-0703,辅警/协警,Auxiliary Police Officer,GOV,
GOV-0704,交通警察,Traffic Police Officer,GOV,33-3051.00
GOV-0705,网络警察,Cybercrime Police Officer,GOV,33-3021.00
GOV-0706,海关官员,Customs Officer,GOV,33-3021.06
GOV-0707,边防警察,Border Patrol Agent,GOV,33-3051.01
GOV-0801,消防员,Firefighter,GOV,33-2011.00
GOV-0802,消防队长,Fire Captain,GOV,33-1021.01
GOV-0803,应急管理专员,Emergency Management Specialist,GOV,13-1061.00
GOV-0804,灾害救援协调员,Disaster Relief Coordinator,GOV,13-1061.00
GOV-0901,情报分析师,Intelligence Analyst,GOV,33-3021.06
GOV-0902,网络安全分析师(政府),Government Cybersecurity Analyst,GOV,15-1212.00
GOV-0903,反恐专家,Counter-terrorism Specialist,GOV,33-3021.06
GOV-0904,密码学专家(政府),Government Cryptographer,GOV,15-1212.00
GOV-0905,签证官员,Visa Officer / Immigration Officer,GOV,33-3021.06
GOV-0906,环境保护执法员,Environmental Enforcement Officer,GOV,33-9032.00
GOV-0907,食品药品监管员,Food & Drug Inspector,GOV,45-2011.00
GOV-0908,劳动监察员,Labor Inspector,GOV,13-1041.00
LAW-0101,公司法律师,Corporate Lawyer,LAW,23-1011.00
LAW-0102,刑事辩护律师,Criminal Defense Lawyer,LAW,23-1011.00
LAW-0103,知识产权律师,Intellectual Property Lawyer,LAW,23-1011.00
LAW-0104,移民律师,Immigration Lawyer,LAW,23-1011.00
LAW-0105,家庭法律师,Family Lawyer,LAW,23-1011.00
LAW-0106,劳动法律师,Employment / Labor Lawyer,LAW,23-1011.00
LAW-0107,税法律师,Tax Lawyer,LAW,23-1011.00
LAW-0108,环境法律师,Environmental Lawyer,LAW,23-1011.00
LAW-0109,国际法律师,International Lawyer,LAW,23-1011.00
LAW-0110,医疗纠纷律师,Medical Malpractice Lawyer,LAW,23-1011.00
LAW-0111,房地产律师,Real Estate Lawyer,LAW,23-1011.00
LAW-0112,并购律师,M&A Lawyer,LAW,23-1011.00
LAW-0113,隐私与数据保护律师,Privacy & Data Protection Lawyer,LAW,23-1011.00
LAW-0114,破产律师,Bankruptcy Lawyer,LAW,23-1011.00
LAW-0115,海事律师,Maritime / Admiralty Lawyer,LAW,23-1011.00
LAW-0116,体育法律师,Sports Lawyer,LAW,23-1011.00
LAW-0117,娱乐法律师,Entertainment Lawyer,LAW,23-1011.00
LAW-0118,人权律师,Human Rights Lawyer,LAW,23-1011.00
LAW-0119,航空法律师,Aviation Lawyer,LAW,23-1011.00
LAW-0201,法官,Judge,LAW,23-1023.00
LAW-0202,行政法法官,Administrative Law Judge,LAW,23-1021.00
LAW-0203,最高法院法官/大法官,Supreme Court Justice,LAW,23-1023.00
LAW-0301,检察官,Prosecutor,LAW,23-1011.00
LAW-0302,反腐检察官,Anti-Corruption Prosecutor,LAW,23-1011.00
LAW-0401,公证人,Notary Public,LAW,23-2011.00
LAW-0402,公证人(大陆法系),Civil Law Notary,LAW,
LAW-0403,仲裁员,Arbitrator,LAW,23-1022.00
LAW-0404,调解员,Mediator,LAW,23-1022.00
LAW-0501,律师助理,Paralegal,LAW,23-2011.00
LAW-0502,法律秘书,Legal Secretary,LAW,43-6012.00
LAW-0503,法律翻译,Legal Translator,LAW,27-3091.00
LAW-0504,专利代理人,Patent Agent,LAW,23-2011.00
LAW-0505,商标代理人,Trademark Agent,LAW,23-2011.00
LAW-0601,社会工作者,Social Worker,LAW,21-1021.00
LAW-0602,社区组织者,Community Organizer,LAW,21-1094.00
LAW-0603,儿童福利社工,Child Welfare Social Worker,LAW,21-1021.00
LAW-0604,医务社工,Medical Social Worker,LAW,21-1022.00
LAW-0605,学校社工,School Social Worker,LAW,21-1021.00
LAW-0606,社区发展工作者,Community Development Worker,LAW,21-1094.00
LAW-0607,社会政策分析师,Social Policy Analyst,LAW,19-3094.00
LAW-0701,NGO项目经理,NGO Program Manager,LAW,11-9199.00
LAW-0702,筹款经理,Fundraising Manager,LAW,11-2031.00
LAW-0703,志愿者管理协调员,Volunteer Coordinator,LAW,11-9151.00
LAW-0704,人道主义援助工作者,Humanitarian Aid Worker,LAW,21-1099.00
LAW-0705,难民安置官员,Refugee Resettlement Officer,LAW,21-1099.00
LAW-0706,人权倡导者,Human Rights Advocate,LAW,21-1099.00
LAW-0707,灾害救援工作者,Disaster Relief Worker,LAW,21-1099.00
LAW-0708,环保NGO倡导者,Environmental NGO Advocate,LAW,21-1099.00
LAW-0801,基督教牧师,Christian Pastor / Minister,LAW,21-2011.00
LAW-0802,佛教僧侣,Buddhist Monk / Nun,LAW,21-2011.00
LAW-0803,伊斯兰阿訇/伊玛目,Islamic Imam,LAW,21-2011.00
LAW-0804,犹太拉比,Rabbi,LAW,21-2011.00
LAW-0805,天主教神父,Catholic Priest,LAW,21-2011.00
LAW-0806,道教道士,Taoist Priest,LAW,21-2011.00
LAW-0807,印度教祭司,Hindu Priest (Pandit),LAW,21-2011.00
LAW-0808,军队牧师,Military Chaplain,LAW,21-2011.00
LAW-0901,婚姻家庭咨询师,Marriage & Family Therapist,LAW,21-1013.00
LAW-0902,戒瘾辅导员,Substance Abuse Counselor,LAW,21-1011.00
LAW-0903,危机干预咨询师,Crisis Intervention Counselor,LAW,21-1023.00
LAW-0904,职业康复咨询师,Vocational Rehabilitation Counselor,LAW,21-1015.00
LAW-0905,赏金猎人,Bounty Hunter / Bail Enforcement Agent,LAW,33-9011.00
LAW-0906,保释担保人,Bail Bondsman,LAW,13-2099.00
LAW-0907,家庭暴力受害者倡导者,Domestic Violence Advocate,LAW,21-1099.00
LAW-0908,遗产规划顾问,Estate Planning Advisor,LAW,23-1011.00
LAW-1001,数据保护官(DPO),Data Protection Officer (DPO),LAW,13-1041.00
LAW-1002,法规事务专员,Regulatory Affairs Specialist,LAW,13-1041.00
LAW-1003,反垄断合规专员,Antitrust Compliance Specialist,LAW,13-1041.00
LAW-1004,贸易合规专员,Trade Compliance Specialist,LAW,13-1041.06
LAW-1005,选举监督员,Election Observer / Monitor,LAW,21-1099.00
LAW-1006,知识产权分析师,Intellectual Property Analyst,LAW,23-2011.00
LAW-1007,法律科技产品经理,Legal Tech Product Manager,LAW,15-1299.09
LAW-1008,法律AI训练师,Legal AI Trainer / Specialist,LAW,15-1299.09
ART-0101,电影导演,Film Director,ART,27-2012.00
ART-0102,编剧,Screenwriter,ART,27-3043.00
ART-0103,制片人,Film/TV Producer,ART,27-2012.01
ART-0104,演员,Actor / Actress,ART,27-2011.00
ART-0105,摄影指导,Cinematographer / Director of Photography,ART,27-4031.00
ART-0106,剪辑师,Film/Video Editor,ART,27-4032.00
ART-0107,视觉特效师(VFX),Visual Effects (VFX) Artist,ART,27-1014.00
ART-0108,灯光师,Lighting Technician / Gaffer,ART,27-4011.00
ART-0109,美术指导(影视),Production Designer,ART,27-1027.00
ART-0110,服装设计师(影视),Costume Designer,ART,27-1022.00
ART-0111,综艺编导,Variety Show Director,ART,27-2012.00
ART-0112,选角导演,Casting Director,ART,27-2012.04
ART-0113,特技演员,Stunt Performer,ART,27-2011.00
ART-0114,化妆师(影视),Film/TV Makeup Artist,ART,39-5091.00
ART-0115,收音师,Production Sound Mixer,ART,27-4014.00
ART-0116,电视导演,Television Director,ART,27-2012.00
ART-0117,场记,Script Supervisor / Continuity Person,ART,27-2012.00
ART-0118,调色师,Colorist,ART,27-4032.00
ART-0119,纪录片导演,Documentary Director,ART,27-2012.00
ART-0120,动作导演/武术指导,Action Director / Stunt Coordinator,ART,27-2012.00
ART-0121,外景制片,Location Manager,ART,27-2012.00
ART-0122,后期制作总监,Post-production Supervisor,ART,27-4032.00
ART-0123,影视发行人,Film Distribution Executive,ART,11-2011.00
ART-0201,歌手,Singer / Vocalist,ART,27-2042.00
ART-0202,作曲家/词曲创作人,Composer / Songwriter,ART,27-2041.00
ART-0203,音乐制作人,Music Producer,ART,27-2041.00
ART-0204,录音工程师,Recording Engineer,ART,27-4014.00
ART-0205,指挥,Orchestra Conductor,ART,27-2041.01
ART-0206,DJ/电子音乐人,DJ / Electronic Music Producer,ART,27-2042.00
ART-0207,器乐演奏家,Instrumental Musician,ART,27-2042.02
ART-0208,音乐编曲师,Music Arranger,ART,27-2041.00
ART-0209,声乐教师,Vocal Coach / Voice Teacher,ART,25-1121.00
ART-0210,调音师/音响师,Sound Engineer / Live Sound Technician,ART,27-4014.00
ART-0211,K-pop练习生,K-pop Trainee,ART,
ART-0212,音乐治疗师(临床),Clinical Music Therapist,ART,29-1129.00
ART-0213,音乐版权管理人,Music Rights Manager,ART,13-1199.00
ART-0214,乐器调律师,Piano/Instrument Tuner,ART,49-9063.00
ART-0301,小说家/作家,Novelist / Author,ART,27-3043.00
ART-0302,图书编辑,Book Editor,ART,27-3041.00
ART-0303,文学经纪人,Literary Agent,ART,13-1011.00
ART-0304,翻译,Translator,ART,27-3091.00
ART-0305,技术文档写作,Technical Writer,ART,27-3042.00
ART-0306,诗人,Poet,ART,27-3043.00
ART-0307,口译员,Interpreter,ART,27-3091.00
ART-0308,出版发行人,Publisher,ART,11-2011.00
ART-0309,漫画家/插画师,Comic Artist / Illustrator,ART,27-1013.00
ART-0310,书法家,Calligrapher,ART,27-1013.00
ART-0311,自出版作者,Self-publishing Author,ART,27-3043.00
ART-0401,舞台剧演员,Theatre Actor,ART,27-2011.00
ART-0402,舞蹈家/舞者,Dancer / Choreographer,ART,27-2031.00
ART-0403,脱口秀演员,Stand-up Comedian,ART,27-2011.00
ART-0404,相声/曲艺演员,Crosstalk / Traditional Comedy Performer,ART,27-2011.00
ART-0405,魔术师,Magician,ART,27-2011.00
ART-0406,杂技演员,Acrobat / Circus Performer,ART,27-2011.00
ART-0407,戏剧导演,Theatre Director,ART,27-2012.02
ART-0408,舞台监督,Stage Manager,ART,27-2012.04
ART-0409,歌剧歌手,Opera Singer,ART,27-2042.00
ART-0410,木偶师,Puppeteer,ART,27-2011.00
ART-0411,艺伎,Geisha,ART,
ART-0412,京剧演员,Peking Opera Performer,ART,27-2011.00
ART-0413,芭蕾舞者,Ballet Dancer,ART,27-2031.00
ART-0414,马戏团表演者,Circus Performer,ART,27-2011.00
ART-0415,即兴戏剧演员,Improv Performer,ART,27-2011.00
ART-0501,博物馆策展人,Museum Curator,ART,25-4012.00
ART-0502,文物修复师,Art/Artifact Conservator,ART,25-4013.00
ART-0503,考古学家,Archaeologist,ART,19-3091.00
ART-0504,非物质文化遗产传承人,Intangible Cultural Heritage Practitioner,ART,
ART-0505,古建筑修复专家,Heritage Building Restorer,ART,25-4013.00
ART-0506,博物馆讲解员,Museum Guide / Docent,ART,39-7012.00
ART-0507,文化遗产保护规划师,Heritage Conservation Planner,ART,25-4013.00
ART-0508,博物馆教育员,Museum Educator,ART,25-4012.00
ART-0601,平面设计师,Graphic Designer,ART,27-1024.00
ART-0602,工业设计师,Industrial Designer,ART,27-1021.00
ART-0603,时装设计师,Fashion Designer,ART,27-1022.00
ART-0604,室内设计师,Interior Designer,ART,27-1025.00
ART-0605,珠宝设计师,Jewelry Designer,ART,27-1029.00
ART-0606,文创产品设计师,Cultural/Creative Product Designer,ART,27-1029.00
ART-0607,品牌设计师,Brand Identity Designer,ART,27-1024.00
ART-0608,包装设计师,Packaging Designer,ART,27-1024.00
ART-0609,展览设计师,Exhibition Designer,ART,27-1027.00
ART-0610,花艺设计师,Floral Designer,ART,27-1023.00
ART-0611,家具设计师,Furniture Designer,ART,27-1021.00
ART-0612,字体设计师,Type Designer / Typographer,ART,27-1024.00
ART-0613,动态图形设计师,Motion Graphics Designer,ART,27-1014.00
ART-0614,用户体验设计师(非IT),Service Designer / Experience Designer,ART,27-1029.00
ART-0701,2D动画师,2D Animator,ART,27-1014.00
ART-0702,3D动画师,3D Animator,ART,27-1014.00
ART-0703,游戏策划,Game Designer / Game Planner,ART,15-1255.01
ART-0704,游戏美术设计师,Game Artist,ART,27-1014.00
ART-0705,关卡设计师,Level Designer,ART,15-1255.01
ART-0706,游戏音效设计师,Game Sound Designer,ART,27-4014.00
ART-0707,游戏程序员,Game Programmer,ART,15-1252.00
ART-0708,动作捕捉技术员,Motion Capture Technician,ART,27-4014.00
ART-0709,游戏叙事设计师,Narrative Designer,ART,27-3043.00
ART-0710,技术美术(TA),Technical Artist,ART,27-1014.00
ART-0711,游戏UI设计师,Game UI Designer,ART,15-1255.01
ART-0712,游戏测试员(QA),Game QA Tester,ART,15-1253.00
ART-0713,概念艺术家,Concept Artist,ART,27-1013.00
ART-0801,广告文案,Advertising Copywriter,ART,27-3043.00
ART-0802,创意总监,Creative Director,ART,11-2011.00
ART-0803,公关专员,Public Relations Specialist,ART,27-3031.00
ART-0804,危机公关专家,Crisis Communications Specialist,ART,27-3031.00
ART-0805,品牌经理,Brand Manager,ART,11-2021.00
ART-0806,活动策划师,Event Planner,ART,13-1121.00
ART-0807,媒介购买,Media Buyer,ART,13-1161.00
ART-0808,广告客户经理,Account Executive (Advertising),ART,11-2011.00
ART-0809,市场研究分析师,Market Research Analyst,ART,13-1161.00
ART-0810,SEO/SEM专家,SEO/SEM Specialist,ART,13-1161.00
ART-0811,内容策略师,Content Strategist,ART,27-3043.00
ART-0812,影响力营销专员,Influencer Marketing Specialist,ART,13-1161.00
ART-0813,社会化媒体分析师,Social Media Analyst,ART,13-1161.00
ART-0901,记者,Journalist / Reporter,ART,27-3022.00
ART-0902,电视主持人/主播,TV Anchor / Presenter,ART,27-3011.00
ART-0903,摄影记者,Photojournalist,ART,27-4021.00
ART-0904,新闻编辑,News Editor,ART,27-3041.00
ART-0905,调查记者,Investigative Journalist,ART,27-3022.00
ART-0906,数据新闻记者,Data Journalist,ART,27-3022.00
ART-0907,广播电台主持人,Radio Host,ART,27-3011.00
ART-0908,战地记者,War Correspondent,ART,27-3022.00
ART-0909,气象主播,Weather Anchor / Meteorologist Presenter,ART,27-3011.00
ART-0910,视频记者/多媒体记者,Video Journalist (VJ) / Multimedia Journalist,ART,27-3022.00
ART-0911,事实核查员,Fact-checker,ART,27-3041.00
ART-1001,YouTuber/视频博主,YouTuber / Video Content Creator,ART,27-3043.00
ART-1002,短视频创作者,Short-form Video Creator,ART,27-3043.00
ART-1003,播客主持人,Podcast Host,ART,27-3011.00
ART-1004,博客作者,Blogger / Online Writer,ART,27-3043.00
ART-1005,VTuber(虚拟主播),VTuber (Virtual YouTuber),ART,
ART-1006,直播带货主播,Livestream Commerce Host,ART,
ART-1007,游戏直播主播,Game Streamer,ART,27-2011.00
ART-1008,KOL/网红,Key Opinion Leader (KOL) / Influencer,ART,27-3043.00
ART-1009,MCN运营经理,MCN Operations Manager,ART,11-2011.00
ART-1010,内容审核员,Content Moderator,ART,43-9199.00
ART-1011,社交媒体经理,Social Media Manager,ART,11-2021.00
ART-1012,声优/配音演员,Voice Actor (Seiyuu),ART,27-2011.00
ART-1101,职业足球运动员,Professional Soccer/Football Player,ART,27-2021.00
ART-1102,职业篮球运动员,Professional Basketball Player,ART,27-2021.00
ART-1103,职业网球运动员,Professional Tennis Player,ART,27-2021.00
ART-1104,职业高尔夫球员,Professional Golfer,ART,27-2021.00
ART-1105,职业电子竞技选手,Professional Esports Player,ART,27-2021.00
ART-1106,体育教练,Sports Coach / Trainer,ART,27-2022.00
ART-1107,裁判员,Sports Referee / Umpire,ART,27-2023.00
ART-1108,体育经纪人,Sports Agent,ART,13-1011.00
ART-1109,体育解说员/评论员,Sports Commentator / Analyst,ART,27-3011.00
ART-1110,职业拳击手/格斗选手,Professional Boxer / MMA Fighter,ART,27-2021.00
ART-1111,职业游泳运动员,Professional Swimmer,ART,27-2021.00
ART-1112,职业田径运动员,Professional Track & Field Athlete,ART,27-2021.00
ART-1113,相扑力士,Sumo Wrestler (Rikishi),ART,
ART-1114,电竞教练,Esports Coach,ART,27-2022.00
ART-1115,运动营养师,Sports Nutritionist,ART,29-1031.00
ART-1116,体育记者,Sports Journalist,ART,27-3022.00
ART-1117,体能训练师,Strength & Conditioning Coach,ART,27-2022.00
ART-1118,运动心理学家,Sports Psychologist,ART,19-3031.02
ART-1119,赛事运营经理,Sports Event Operations Manager,ART,13-1121.00
ART-1120,运动医学医生,Sports Medicine Doctor,ART,29-1229.04
ART-1201,会展设计师,Exhibition Designer,ART,27-1027.00
ART-1202,会展组织者,Conference/Exhibition Organizer,ART,13-1121.00
ART-1203,拍卖师,Auctioneer,ART,27-2099.00
ART-1204,画廊经营者,Gallery Owner / Dealer,ART,11-9199.00
ART-1205,艺术品鉴定师,Art Appraiser / Authenticator,ART,13-2023.00
ART-1206,舞台搭建工,Stagehand / Set Builder,ART,27-4012.00
ART-1207,艺术博览会策展人,Art Fair Curator,ART,25-4012.00
ART-1301,图书馆员,Librarian,ART,25-4022.00
ART-1302,档案管理员,Archivist,ART,25-4011.00
ART-1303,信息科学专家,Information Scientist,ART,15-1299.09
ART-1304,数字档案管理员,Digital Archivist,ART,25-4011.00
ART-1401,IP运营经理,IP Operations Manager,ART,11-2011.00
ART-1402,文化投资人,Cultural Industry Investor,ART,11-3031.02
ART-1403,艺人经纪人,Talent Agent / Artist Manager,ART,13-1011.00
ART-1404,版权管理专员,Copyright/Licensing Manager,ART,11-9199.00
ART-1405,文化政策研究员,Cultural Policy Researcher,ART,19-3099.00
ART-1406,艺术节总监,Festival Director,ART,11-2011.00
ART-1407,剧院经理,Theatre Manager,ART,11-9199.00
ART-1408,音乐节运营总监,Music Festival Director,ART,11-9199.00
ART-1409,演出经纪人,Talent Booking Agent,ART,13-1011.00
ART-1501,商业摄影师,Commercial Photographer,ART,27-4021.00
ART-1502,婚礼摄影师,Wedding Photographer,ART,27-4021.00
ART-1503,肖像摄影师,Portrait Photographer,ART,27-4021.00
ART-1504,时尚摄影师,Fashion Photographer,ART,27-4021.00
ART-1505,纪实摄影师,Documentary Photographer,ART,27-4021.00
ART-1506,航拍摄影师,Aerial/Drone Photographer,ART,27-4021.00
ART-1601,画家/油画家,Painter / Fine Artist,ART,27-1013.00
ART-1602,雕塑家,Sculptor,ART,27-1013.00
ART-1603,版画家,Printmaker,ART,27-1013.00
ART-1604,装置艺术家,Installation Artist,ART,27-1013.00
ART-1605,行为艺术家,Performance Artist,ART,27-2011.00
ART-1606,壁画师,Muralist,ART,27-1013.00
ART-1607,数字艺术家/AI艺术家,Digital / AI Artist,ART,27-1013.00
ART-1608,艺术评论家,Art Critic,ART,27-3043.00
ART-1701,歌舞伎演员,Kabuki Actor,ART,27-2011.00
ART-1702,能乐演员,Noh Theatre Performer,ART,27-2011.00
ART-1703,黑人灵歌/福音歌手,Gospel Singer,ART,27-2042.00
ART-1704,弗拉门戈舞者,Flamenco Dancer,ART,27-2031.00
ART-1705,印度古典舞者,Indian Classical Dancer,ART,27-2031.00
ART-1706,粤剧演员,Cantonese Opera Performer,ART,27-2011.00
ART-1707,昆曲演员,Kunqu Opera Performer,ART,27-2011.00
ART-1708,皮影戏表演者,Shadow Puppetry Performer,ART,27-2011.00
ART-1709,评书/说书人,Storyteller (Pingshu),ART,27-2011.00
ART-1710,民族乐器演奏家,Traditional/Folk Instrument Player,ART,27-2042.02
ART-1711,二人转演员,Er Ren Zhuan Performer,ART,
ART-1712,落语家,Rakugo Performer,ART,
TRA-0101,民航飞行员,Commercial Airline Pilot,TRA,53-2011.00
TRA-0102,空中乘务员,Flight Attendant,TRA,53-2031.00
TRA-0103,航空管制员,Air Traffic Controller,TRA,53-2021.00
TRA-0104,机场运营经理,Airport Operations Manager,TRA,11-3071.01
TRA-0105,飞机维修工程师,Aircraft Maintenance Engineer,TRA,49-3011.00
TRA-0106,飞行签派员,Flight Dispatcher,TRA,53-2022.00
TRA-0107,货机飞行员,Cargo Pilot,TRA,53-2011.00
