id,major_category,major_code,mid_category,sub_category,sub_category_en,isco_code,onet_code,region,country_or_region,iso_code,type,employer_type,typical_education,typical_entry_age,locality,learning_cost,education_req,growth_coeff,career_lifespan,opportunity,market_size,supply_demand,developed_scarcity,value_added,cost_performance,stability,safety,occupational_disease,overtime,burnout,skill_versatility,career_switch,reputation_variance,ai_resistance,social_status,remote_friendly,autonomy,family_friendly,fulfillment,entrepreneurship,gender_equality,age_flexibility,social_interaction,physical_demand,license_barrier,cycle_sensitivity,side_job_compat,intl_mobility,industry_monopoly,trend_2000_2026,trend_5yr,demand_direction,ai_timeline,composite_index,summary_zh,summary_en,data_source,generated_date,data_snapshot_date,source_period,median_salary_rmb
FIN-0306-CN-general,金融与商业,FIN,保险,再保险专员,Reinsurance Specialist,3321,13-2053.00,东亚,中国,CN,country,general,本科,22-28,global,5.7,5.3,6.3,8.1,6.6,5.2,6.8,5.8,7.9,6.4,8.1,9.6,6.5,4.9,4.7,5.4,5.3,1.6,5.4,5.9,5.5,5.5,5.2,5.8,6.6,5.5,6.4,6.7,0.8,4.9,4.1,4.5,7.3,4.5,2,2,↑,2028-2033,6.17,中国再保险专员：就业稳定,China Reinsurance Specialist: stable employment,AI综合评估 + O*NET/ILO/BIS锚点校准,2026-04-13,2026-04-13,2000-2026,615000
ART-1011-CN-general,文化、艺术与传媒,ART,新媒体内容,社交媒体经理,Social Media Manager,2431,11-2021.00,东亚,中国,CN,country,general,无要求,16-30,global,3.4,4.4,7.9,4.7,8.4,8.8,7.2,5.5,6.3,5.2,4.8,8.3,6.5,1.9,6.0,6.4,5.8,4.0,6.3,5.1,8.2,8.6,3.1,7.0,8.9,5.6,4.5,7.2,2.7,1.1,5.3,8.0,4.8,2.7,5,3,↑,2032-2038,6.17,中国社交媒体经理：收入/口碑分化大,China Social Media Manager: high income/reputation variance,AI综合评估 + O*NET/ILO/OECD锚点校准,2026-04-13,2026-04-13,2000-2026,235000
FIN-0404-CN-general,金融与商业,FIN,会计审计,管理会计师,Management Accountant,2411,13-2011.01,东亚,中国,CN,country,general,本科,22-28,global,6.3,5.9,5.6,8.7,7.3,8.7,5.7,5.5,6.9,6.5,8.1,9.5,6.3,4.2,4.6,6.8,6.1,1.3,4.0,7.3,6.8,5.7,5.2,5.9,6.8,5.9,6.3,6.7,0.6,6.8,3.6,5.1,6.5,3.7,2,1,→,2026-2030,6.16,中国管理会计师：AI替代风险较高，就业稳定,"China Management Accountant: high AI displacement risk, stable employment",AI综合评估 + O*NET/ILO/BIS锚点校准,2026-04-13,2026-04-13,2000-2026,403000
FIN-0307-CN-general,金融与商业,FIN,保险,保险产品开发师,Insurance Product Developer,3321,13-2053.00,东亚,中国,CN,country,general,本科,22-28,global,6.4,5.8,6.4,8.2,7.0,8.5,6.4,5.7,8.2,6.7,8.1,9.4,6.7,5.0,5.1,5.4,5.1,1.6,5.2,6.4,5.2,5.6,5.1,5.8,6.8,5.7,6.2,7.2,1.2,5.1,4.2,4.1,5.1,4.4,2,2,↑,2028-2033,6.16,中国保险产品开发师：薪资回报高，就业稳定,"China Insurance Product Developer: high compensation, stable employment",AI综合评估 + O*NET/ILO/BIS锚点校准,2026-04-13,2026-04-13,2000-2026,699000
SKL-0203-CN-general,技术工种与手工业,SKL,管道暖通,制冷技师,Refrigeration Technician,7127,49-9021.00,东亚,中国,CN,country,general,职校/学徒,18-25,global,3.8,3.1,6.5,7.8,7.3,7.8,7.2,7.4,6.8,7.4,7.4,5.3,4.8,3.9,5.1,5.9,4.9,1.4,8.4,4.7,0.5,6.9,4.0,6.8,7.6,2.0,6.3,6.2,7.2,5.8,4.7,7.2,5.9,2.6,3,3,↑,2035+,6.16,中国制冷技师：AI替代抗性强,China Refrigeration Technician: strong AI resistance,AI综合评估 + O*NET/ILO/OECD锚点校准,2026-04-13,2026-04-13,2000-2026,259000
ART-0614-CN-general,文化、艺术与传媒,ART,设计创意,用户体验设计师(非IT),Service Designer / Experience Designer,2163,27-1029.00,东亚,中国,CN,country,general,本科,20-28,global,4.9,4.9,7.0,7.2,6.3,6.8,6.5,5.9,6.9,5.9,5.2,8.3,6.5,3.5,4.8,7.2,6.3,1.7,5.0,5.8,6.5,6.7,4.8,7.8,7.3,5.4,6.5,6.1,2.5,1.5,5.2,6.5,5.6,3.8,3,2,↑,2028-2033,6.16,中国用户体验设计师(非IT)：发展平稳,China Service Designer / Experience Designer: steady development,AI综合评估 + O*NET/ILO/OECD锚点校准,2026-04-13,2026-04-13,2000-2026,288000
ART-0804-CN-general,文化、艺术与传媒,ART,广告公关,危机公关专家,Crisis Communications Specialist,2432,27-3031.00,东亚,中国,CN,country,general,本科,22-28,global,4.7,5.0,5.9,7.8,6.5,5.3,5.7,6.0,7.4,6.0,5.3,8.4,6.8,3.2,5.5,7.0,6.6,1.6,6.8,7.1,6.5,5.7,4.0,6.0,6.1,5.8,6.3,6.9,1.9,1.4,5.6,5.6,5.4,4.0,3,1,→,2032-2038,6.16,中国危机公关专家：发展平稳,China Crisis Communications Specialist: steady development,AI综合评估 + O*NET/ILO/OECD锚点校准,2026-04-13,2026-04-13,2000-2026,374000
ART-1001-CN-general,文化、艺术与传媒,ART,新媒体内容,YouTuber/视频博主,YouTuber / Video Content Creator,2642,27-3043.00,东亚,中国,CN,country,general,无要求,16-30,global,3.1,3.3,7.9,5.3,8.5,8.9,6.7,5.0,6.3,5.6,2.5,8.3,6.9,2.5,5.6,5.9,5.3,3.7,6.3,5.2,8.3,8.5,3.3,8.1,9.9,5.2,4.2,7.4,2.7,1.2,5.2,8.0,4.4,2.9,5,4,↑↑,2032-2038,6.16,中国YouTuber/视频博主：收入/口碑分化大，就业波动大，职业成就感高,"China YouTuber / Video Content Creator: high income/reputation variance, volatile employment, high career fulfillment",AI综合评估 + O*NET/ILO/OECD锚点校准,2026-04-13,2026-04-13,2000-2026,229000
TECH-0402-CN-general,信息技术与数字化,TECH,产品与设计,UI设计师,UI Designer,2166,15-1255.00,东亚,中国,CN,country,general,本科/专科,20-26,global,4.7,4.4,6.4,6.2,7.4,7.0,5.1,4.5,6.1,6.8,4.6,9.5,6.6,3.9,4.1,6.7,6.7,1.7,4.1,6.2,8.1,6.9,4.8,6.7,7.3,7.0,5.6,5.8,0.6,0.2,6.0,7.8,6.6,1.9,3,1,→,2026-2030,6.16,中国UI设计师：发展平稳,China UI Designer: steady development,AI综合评估 + O*NET/ILO/OECD锚点校准,2026-04-13,2026-04-13,2000-2026,282000
FIN-0210-CN-general,金融与商业,FIN,证券投资,财富管理顾问,Wealth Management Advisor,2412,13-2052.00,东亚,中国,CN,country,general,本科/硕士,22-28,global,7.1,6.9,7.6,6.9,8.4,8.2,7.0,7.5,9.2,7.7,5.2,8.9,5.1,2.1,2.8,6.6,5.7,2.0,6.0,7.9,6.4,6.4,3.0,6.9,7.7,4.3,4.8,8.4,0.7,5.5,7.2,4.5,6.8,4.1,3,3,↑,2032-2038,6.16,中国财富管理顾问：薪资回报高，加班文化严重，职业倦怠风险高,"China Wealth Management Advisor: high compensation, heavy overtime culture, high burnout risk",AI综合评估 + O*NET/ILO/BIS锚点校准,2026-04-13,2026-04-13,2000-2026,975000
FIN-0304-CN-general,金融与商业,FIN,保险,保险精算分析师,Actuarial Analyst,2120,15-2011.00,东亚,中国,CN,country,general,本科/硕士,22-26,global,7.5,7.0,6.0,8.1,6.7,8.7,7.6,6.1,8.3,6.8,8.0,9.5,6.7,5.1,5.0,5.4,5.3,1.6,6.0,6.1,5.6,5.3,5.3,5.9,6.9,5.3,6.3,7.2,1.0,7.7,3.9,4.4,4.9,4.4,2,2,↑,2032-2038,6.15,中国保险精算分析师：薪资回报高，人才需求旺盛，就业稳定,"China Actuarial Analyst: high compensation, strong talent demand, stable employment",AI综合评估 + O*NET/ILO/BIS锚点校准,2026-04-13,2026-04-13,2000-2026,714000
MED-0402-CN-general,医疗与健康,MED,康复与治疗,职业治疗师,Occupational Therapist,2269,29-1122.00,东亚,中国,CN,country,general,本科/硕士,22-26,global,6.1,6.2,7.3,7.5,7.3,7.2,7.2,6.8,5.5,6.0,7.0,8.6,4.9,4.4,4.5,5.8,5.2,1.7,7.3,5.9,3.1,6.2,4.9,8.3,6.2,6.7,6.0,8.0,4.9,6.9,2.0,5.2,6.0,2.6,3,4,↑↑,2032-2038,6.15,中国职业治疗师：近年增长迅猛,China Occupational Therapist: rapid recent growth,AI综合评估 + O*NET/ILO/WHO锚点校准,2026-04-13,2026-04-13,2000-2026,162000
MED-0405-CN-general,医疗与健康,MED,康复与治疗,呼吸治疗师,Respiratory Therapist,2269,29-1126.00,东亚,中国,CN,country,general,本科/硕士,22-26,global,6.0,6.4,7.2,7.6,7.4,7.2,7.6,6.8,5.7,6.0,7.2,7.1,4.7,4.8,4.9,5.5,5.3,1.3,6.8,6.4,2.9,6.1,5.1,7.9,6.1,6.8,5.9,8.1,5.2,6.7,2.1,5.4,6.0,2.5,3,4,↑↑,2032-2038,6.15,中国呼吸治疗师：人才需求旺盛，近年增长迅猛,"China Respiratory Therapist: strong talent demand, rapid recent growth",AI综合评估 + O*NET/ILO/WHO锚点校准,2026-04-13,2026-04-13,2000-2026,170000
FIN-0810-CN-general,金融与商业,FIN,企业管理,首席人力资源官(CHRO),Chief Human Resources Officer (CHRO),1212,11-3121.00,东亚,中国,CN,country,general,硕士/MBA,35-45,global,7.9,7.8,6.7,7.3,6.4,6.1,5.1,6.4,9.4,6.9,5.4,9.4,4.8,1.7,2.8,7.7,6.0,3.2,7.5,8.8,5.2,8.8,2.3,7.8,9.0,6.1,5.2,8.7,1.3,1.9,5.4,3.0,6.6,2.7,2,2,↑,2035+,6.15,中国首席人力资源官(CHRO)：薪资回报高，AI替代抗性强，加班文化严重,"China Chief Human Resources Officer (CHRO): high compensation, strong AI resistance, heavy overtime culture",AI综合评估 + O*NET/ILO/BIS锚点校准,2026-04-13,2026-04-13,2000-2026,1089000
SKL-0101-CN-general,技术工种与手工业,SKL,电气技术,电工,Electrician,7411,47-2111.00,东亚,中国,CN,country,general,职校/学徒,18-25,global,4.2,3.6,6.7,8.0,7.3,7.9,7.5,8.1,6.8,7.1,7.0,5.2,5.5,3.6,5.0,6.6,5.2,1.4,8.0,5.2,0.6,6.4,4.4,6.4,7.6,2.6,6.1,5.3,6.5,6.4,5.0,7.7,5.7,2.9,3,3,↑,2035+,6.15,中国电工：人才需求旺盛，AI替代抗性强，发达国家严重短缺,"China Electrician: strong talent demand, strong AI resistance, severe shortage in developed countries",AI综合评估 + O*NET/ILO/OECD锚点校准,2026-04-13,2026-04-13,2000-2026,244000
ART-0805-CN-general,文化、艺术与传媒,ART,广告公关,品牌经理,Brand Manager,1221,11-2021.00,东亚,中国,CN,country,general,本科,22-28,global,4.6,4.9,6.6,7.5,6.8,7.2,6.6,5.9,7.9,6.0,5.8,8.3,6.7,3.5,5.1,7.0,6.8,1.7,4.4,7.4,6.3,5.6,3.9,6.2,6.2,5.5,6.2,7.2,1.7,1.5,5.5,5.5,5.4,4.3,3,1,→,2026-2030,6.15,中国品牌经理：发展平稳,China Brand Manager: steady development,AI综合评估 + O*NET/ILO/OECD锚点校准,2026-04-13,2026-04-13,2000-2026,439000
LAW-0109-CN-general,法律与社会服务,LAW,律师各专业,国际法律师,International Lawyer,2611,23-1011.00,东亚,中国,CN,country,general,法学博士+LLM,26-32,global,8.8,8.4,7.0,7.7,5.9,4.2,6.5,6.9,8.9,6.8,6.9,8.4,5.6,3.1,3.6,7.3,6.4,1.5,6.9,9.4,5.5,6.9,2.6,7.7,6.6,5.7,5.5,8.3,0.5,8.9,3.2,2.5,9.0,4.8,3,2,↑,2032-2038,6.15,中国国际法律师：薪资回报高，准入门槛高，国际流动性高,"China International Lawyer: high compensation, high entry barrier, high international mobility",AI综合评估 + O*NET/ILO/OECD锚点校准,2026-04-13,2026-04-13,2000-2026,802000
ART-0613-CN-general,文化、艺术与传媒,ART,设计创意,动态图形设计师,Motion Graphics Designer,2166,27-1014.00,东亚,中国,CN,country,general,本科,20-28,global,5.4,4.9,6.7,7.6,6.5,6.6,6.8,6.0,6.6,6.0,4.7,8.4,6.5,3.6,4.9,7.3,6.2,1.5,4.6,5.7,7.6,6.7,4.6,7.6,7.3,5.5,6.4,5.7,2.6,1.2,5.5,6.8,5.7,3.6,3,2,↑,2028-2033,6.15,中国动态图形设计师：发展平稳,China Motion Graphics Designer: steady development,AI综合评估 + O*NET/ILO/OECD锚点校准,2026-04-13,2026-04-13,2000-2026,274000
EDU-0107-CN-general,教育与学术,EDU,K12教育,音乐教师,Music Teacher,2354,25-1121.00,东亚,中国,CN,country,general,本科(音乐),22-28,global,6.3,5.4,3.7,8.7,6.1,6.5,4.7,5.9,4.1,4.8,7.9,9.7,5.6,5.4,4.4,5.9,5.3,1.8,8.8,6.7,4.8,6.1,5.4,8.2,6.0,6.8,7.5,7.3,2.3,4.9,1.9,7.9,4.4,2.2,1,1,→,2035+,6.14,中国音乐教师：薪资水平偏低，AI替代抗性强，职业满足感高,"China Music Teacher: relatively low pay, strong AI resistance, high job fulfillment",AI综合评估 + O*NET/ILO/UNESCO锚点校准,2026-04-13,2026-04-13,2000-2026,87000
ART-1405-CN-general,文化、艺术与传媒,ART,文化产业管理,文化政策研究员,Cultural Policy Researcher,2632,19-3099.00,东亚,中国,CN,country,general,硕士/博士,25-35,global,5.2,7.9,6.6,7.7,6.8,6.3,5.9,5.6,5.7,6.7,6.9,8.4,6.9,3.7,5.0,7.5,6.7,2.2,5.6,6.6,6.6,7.0,4.3,7.8,6.8,5.7,6.7,7.5,2.2,1.8,5.5,5.8,5.9,4.4,4,2,↑,2028-2033,6.14,中国文化政策研究员：发展平稳,China Cultural Policy Researcher: steady development,AI综合评估 + O*NET/ILO/OECD锚点校准,2026-04-13,2026-04-13,2000-2026,196000
FIN-0901-CN-general,金融与商业,FIN,人力资源,招聘专员,Recruiter,2423,13-1071.00,东亚,中国,CN,country,general,本科,22-28,global,4.6,5.3,6.4,7.4,7.5,8.1,5.3,5.5,6.5,6.6,5.1,9.5,7.0,4.8,4.9,6.9,6.0,1.3,4.4,6.0,6.8,5.8,5.5,5.6,5.6,7.0,6.3,8.7,0.8,2.7,6.9,5.0,5.7,2.7,2,1,→,2026-2030,6.14,中国招聘专员：发展平稳,China Recruiter: steady development,AI综合评估 + O*NET/ILO/BIS锚点校准,2026-04-13,2026-04-13,2000-2026,343000
ENG-0510-CN-general,工程与制造,ENG,航空航天,空气动力学工程师,Aerodynamics Engineer,2144,17-2011.00,东亚,中国,CN,country,general,硕士/博士,24-30,global,7.8,8.0,7.3,8.2,7.0,4.6,7.9,8.4,9.0,6.8,7.2,6.4,5.2,3.5,4.0,6.2,5.6,0.7,7.6,8.3,3.4,6.0,4.9,8.3,3.5,3.9,6.2,5.2,3.8,4.2,4.3,2.6,6.3,5.7,3,3,↑,2035+,6.14,中国空气动力学工程师：薪资回报高，人才需求旺盛，AI替代抗性强,"China Aerodynamics Engineer: high compensation, strong talent demand, strong AI resistance",AI综合评估 + O*NET/ILO/OECD锚点校准,2026-04-13,2026-04-13,2000-2026,694000
ENG-0203-CN-general,工程与制造,ENG,电气工程,控制工程师,Control Systems Engineer,2151,17-2072.01,东亚,中国,CN,country,general,本科/硕士,22-28,global,5.9,6.0,6.9,7.5,7.5,7.6,7.2,6.6,7.1,7.1,7.2,6.9,5.0,4.0,4.2,7.1,6.2,1.0,6.3,7.2,4.8,5.8,4.9,7.0,5.0,4.7,6.2,4.7,2.7,3.6,5.2,4.0,5.3,3.7,2,2,↑,2032-2038,6.14,中国控制工程师：发展平稳,China Control Systems Engineer: steady development,AI综合评估 + O*NET/ILO/OECD锚点校准,2026-04-13,2026-04-13,2000-2026,329000
LAW-0101-CN-general,法律与社会服务,LAW,律师各专业,公司法律师,Corporate Lawyer,2611,23-1011.00,东亚,中国,CN,country,general,法学博士/硕士,25-30,global,8.1,8.3,7.7,8.0,7.5,6.4,6.6,6.3,9.0,7.2,6.8,9.3,5.7,2.7,3.2,7.0,6.8,1.9,6.2,8.7,5.6,6.2,3.2,6.5,7.6,5.8,6.2,7.3,0.7,9.2,4.0,2.9,6.9,3.9,3,2,↑,2032-2038,6.14,中国公司法律师：薪资回报高，准入门槛高，过劳风险高,"China Corporate Lawyer: high compensation, high entry barrier, high burnout risk",AI综合评估 + O*NET/ILO/OECD锚点校准,2026-04-13,2026-04-13,2000-2026,820000
ENG-0605-CN-general,工程与制造,ENG,汽车,汽车电子工程师,Automotive Electronics Engineer,2152,17-2072.00,东亚,中国,CN,country,general,本科/硕士,22-28,global,6.6,6.3,8.4,6.7,8.4,8.4,7.8,7.9,8.2,7.3,6.5,6.8,5.0,3.9,4.0,7.0,5.9,1.3,6.1,7.2,3.3,5.2,4.4,6.6,4.2,4.3,6.7,5.3,3.0,3.0,6.0,3.6,5.8,4.3,3,4,↑↑,2032-2038,6.14,中国汽车电子工程师：薪资回报高，人才需求旺盛，近年增长迅猛,"China Automotive Electronics Engineer: high compensation, strong talent demand, rapid recent growth",AI综合评估 + O*NET/ILO/OECD锚点校准,2026-04-13,2026-04-13,2000-2026,532000
ENG-0708-CN-general,工程与制造,ENG,半导体,芯片验证工程师,Chip Verification Engineer,2152,17-2072.00,东亚,中国,CN,country,general,硕士,23-28,global,7.9,6.9,7.8,7.2,8.4,6.5,8.0,8.5,8.9,7.6,6.2,7.0,4.4,3.4,4.1,6.1,5.6,0.8,5.9,8.2,5.4,6.0,4.0,7.0,3.8,3.7,5.5,4.4,2.4,2.7,5.3,3.5,6.6,5.6,4,4,↑↑,2028-2033,6.14,中国芯片验证工程师：薪资回报高，人才需求旺盛，加班文化严重,"China Chip Verification Engineer: high compensation, strong talent demand, heavy overtime culture",AI综合评估 + O*NET/ILO/OECD锚点校准,2026-04-13,2026-04-13,2000-2026,692000
SKL-0102-CN-general,技术工种与手工业,SKL,电气技术,电梯维修技师,Elevator Repair Technician,7412,47-4021.00,东亚,中国,CN,country,general,职校/学徒,18-25,global,4.5,3.3,7.0,8.0,7.4,8.0,7.9,8.1,6.8,6.9,7.1,4.8,5.3,4.1,4.8,6.6,5.6,1.6,7.9,5.5,0.4,6.4,3.9,6.8,7.0,2.8,6.1,5.5,6.0,6.7,4.7,6.6,5.7,3.4,3,3,↑,2035+,6.13,中国电梯维修技师：人才需求旺盛，AI替代抗性强，发达国家严重短缺,"China Elevator Repair Technician: strong talent demand, strong AI resistance, severe shortage in developed countries",AI综合评估 + O*NET/ILO/OECD锚点校准,2026-04-13,2026-04-13,2000-2026,265000
FIN-1206-CN-general,金融与商业,FIN,加密货币与去中心化金融,量化加密交易员,Quantitative Crypto Trader,3311,13-2051.00,东亚,中国,CN,country,general,硕士/博士,22-30,global,8.2,7.6,8.1,4.6,8.0,5.7,8.0,8.1,9.8,7.1,2.9,9.0,5.7,1.8,2.0,6.6,5.9,3.8,6.0,6.1,8.7,7.6,4.3,6.8,9.3,5.0,6.2,5.7,0.6,1.8,8.6,7.0,7.6,1.7,4,3,↑,2032-2038,6.13,中国量化加密交易员：薪资回报高，人才需求旺盛，远程友好度高,"China Quantitative Crypto Trader: high compensation, strong talent demand, highly remote-friendly",AI综合评估 + O*NET/ILO/BIS锚点校准,2026-04-13,2026-04-13,2000-2026,1212000
MED-0801-CN-general,医疗与健康,MED,眼科,眼科医生,Ophthalmologist,2212,29-1241.00,东亚,中国,CN,country,general,博士/医学学位,28-34,global,8.8,8.3,7.1,7.8,7.6,6.8,7.9,7.2,8.7,6.7,8.4,8.6,4.9,3.8,3.9,4.9,3.7,1.3,6.5,8.3,1.3,6.8,5.0,7.5,8.4,5.3,6.4,7.6,4.1,8.9,2.4,4.6,6.2,3.3,3,3,↑,2032-2038,6.13,中国眼科医生：薪资回报高，人才需求旺盛，就业稳定,"China Ophthalmologist: high compensation, strong talent demand, stable employment",AI综合评估 + O*NET/ILO/WHO锚点校准,2026-04-13,2026-04-13,2000-2026,566000
MED-1113-CN-general,医疗与健康,MED,医疗管理,医疗翻译,Medical Interpreter,2643,27-3091.00,东亚,中国,CN,country,general,本科,22-30,global,5.3,5.3,6.4,7.7,7.7,7.9,6.1,5.4,4.7,6.8,7.0,8.5,6.1,4.0,4.4,6.6,6.1,1.3,5.4,5.9,6.2,5.0,4.8,5.8,5.0,6.3,6.6,6.8,2.1,3.8,1.7,6.5,7.1,3.3,3,3,↑,2028-2033,6.13,中国医疗翻译：发展平稳,China Medical Interpreter: steady development,AI综合评估 + O*NET/ILO/WHO锚点校准,2026-04-13,2026-04-13,2000-2026,123000
TECH-0506-CN-general,信息技术与数字化,TECH,新兴数字职业,AI提示工程师,AI Prompt Engineer,2511,15-1299.09,东亚,中国,CN,country,general,本科/自学,20-35,global,3.4,3.4,5.8,3.5,8.2,5.1,6.5,5.8,6.8,7.8,3.1,9.5,6.7,5.0,4.9,6.7,6.5,3.1,3.0,5.6,8.8,6.7,5.5,5.6,7.9,6.7,7.1,5.8,0.8,0.0,6.5,8.0,6.3,2.8,2,5,↑↑,2026-2030,6.13,中国AI提示工程师：AI替代风险较高，远程友好度高，就业波动大,"China AI Prompt Engineer: high AI displacement risk, highly remote-friendly, volatile employment",AI综合评估 + O*NET/ILO/OECD锚点校准,2026-04-13,2026-04-13,2000-2026,360000
MED-0409-CN-general,医疗与健康,MED,康复与治疗,假肢矫形师,Prosthetist / Orthotist,2269,29-2091.00,东亚,中国,CN,country,general,本科/硕士,22-26,global,6.6,6.3,7.2,7.7,7.7,4.8,7.6,6.4,5.5,5.8,7.3,8.6,5.2,4.2,4.9,5.5,5.2,1.5,8.2,6.4,2.9,6.0,4.8,7.4,6.4,6.4,6.1,7.7,5.8,6.5,2.0,5.5,5.7,2.8,3,3,↑,2035+,6.13,中国假肢矫形师：人才需求旺盛，AI替代抗性强,"China Prosthetist / Orthotist: strong talent demand, strong AI resistance",AI综合评估 + O*NET/ILO/WHO锚点校准,2026-04-13,2026-04-13,2000-2026,161000
MED-0701-CN-general,医疗与健康,MED,口腔,牙科医生,Dentist,2261,29-1021.00,东亚,中国,CN,country,general,博士/医学学位,26-32,global,8.3,7.9,6.3,8.2,7.7,7.6,7.0,6.5,7.5,6.6,8.4,8.2,4.5,5.2,5.0,4.9,3.6,1.7,8.1,7.7,0.8,7.1,6.1,7.1,8.4,6.1,6.4,7.7,5.5,8.6,3.0,4.6,5.4,3.1,3,3,↑,2035+,6.13,中国牙科医生：AI替代抗性强，就业稳定,"China Dentist: strong AI resistance, stable employment",AI综合评估 + O*NET/ILO/WHO锚点校准,2026-04-13,2026-04-13,2000-2026,337000
FIN-0407-CN-general,金融与商业,FIN,会计审计,内部审计师,Internal Auditor,2411,13-2011.02,东亚,中国,CN,country,general,本科,22-28,global,6.4,5.8,5.6,8.6,7.5,9.0,5.9,5.5,7.4,6.6,7.7,9.4,6.5,3.6,3.6,7.0,5.9,1.1,4.1,7.3,6.7,5.8,4.4,5.9,6.7,5.8,6.4,6.5,0.8,6.9,3.6,5.1,6.5,3.5,2,1,→,2026-2030,6.13,中国内部审计师：发展平稳,China Internal Auditor: steady development,AI综合评估 + O*NET/ILO/BIS锚点校准,2026-04-13,2026-04-13,2000-2026,506000
ART-1003-CN-general,文化、艺术与传媒,ART,新媒体内容,播客主持人,Podcast Host,2656,27-3011.00,东亚,中国,CN,country,general,无要求,16-30,global,3.2,3.4,8.5,5.2,8.9,9.0,7.0,5.3,5.5,5.5,2.5,8.4,6.4,2.4,5.6,6.0,5.6,4.1,5.8,4.9,9.4,8.9,3.2,7.0,9.2,5.5,4.4,7.5,2.6,1.2,5.2,7.8,4.5,2.8,5,4,↑↑,2028-2033,6.12,中国播客主持人：收入/口碑分化大，就业波动大，近年增长迅猛,"China Podcast Host: high income/reputation variance, volatile employment, rapid recent growth",AI综合评估 + O*NET/ILO/OECD锚点校准,2026-04-13,2026-04-13,2000-2026,166000
FIN-0803-CN-general,金融与商业,FIN,企业管理,首席财务官(CFO),Chief Financial Officer (CFO),1211,11-3031.01,东亚,中国,CN,country,general,硕士/MBA/CPA,32-45,global,8.1,7.6,6.5,7.4,6.5,5.6,5.5,6.2,10.0,7.1,5.2,9.4,5.0,1.8,2.6,7.4,5.6,3.3,7.5,10.0,5.4,8.9,2.7,7.6,8.9,4.5,5.5,8.7,1.7,4.0,5.4,2.9,6.7,2.8,2,2,↑,2035+,6.12,中国首席财务官(CFO)：薪资回报高，AI替代抗性强，加班文化严重,"China Chief Financial Officer (CFO): high compensation, strong AI resistance, heavy overtime culture",AI综合评估 + O*NET/ILO/BIS锚点校准,2026-04-13,2026-04-13,2000-2026,1275000
LAW-1006-CN-general,法律与社会服务,LAW,合规与监管,知识产权分析师,Intellectual Property Analyst,2619,23-2011.00,东亚,中国,CN,country,general,理工+法学,24-30,global,6.5,6.3,6.9,7.5,6.4,5.2,6.1,5.8,7.2,6.4,6.5,9.4,5.8,4.8,4.6,6.1,6.3,1.5,5.9,6.3,6.3,6.4,4.6,6.5,6.4,6.1,6.0,6.8,0.7,6.4,2.9,4.3,6.9,3.3,3,2,↑,2028-2033,6.12,中国知识产权分析师：发展平稳,China Intellectual Property Analyst: steady development,AI综合评估 + O*NET/ILO/OECD锚点校准,2026-04-13,2026-04-13,2000-2026,407000
EDU-0702-CN-general,教育与学术,EDU,早期教育,蒙特梭利教师,Montessori Teacher,2342,25-2011.00,东亚,中国,CN,country,general,蒙氏认证+大专以上,22-28,global,5.7,5.0,5.2,7.8,5.9,5.2,6.4,6.1,4.9,5.2,7.3,8.6,4.7,5.1,4.2,5.5,4.7,1.3,9.3,6.2,2.2,6.6,5.1,8.1,6.5,8.2,6.5,8.7,5.6,5.3,2.7,4.4,5.9,1.7,3,2,↑,2035+,6.12,中国蒙特梭利教师：AI替代抗性强，职业满足感高,"China Montessori Teacher: strong AI resistance, high job fulfillment",AI综合评估 + O*NET/ILO/UNESCO锚点校准,2026-04-13,2026-04-13,2000-2026,121000
MED-0706-CN-general,医疗与健康,MED,口腔,牙周病医生,Periodontist,2261,29-1024.00,东亚,中国,CN,country,general,博士/医学学位,26-32,global,9.2,9.2,6.6,7.9,7.7,7.6,7.3,6.5,8.5,6.8,8.5,8.2,4.6,5.2,4.3,4.6,4.2,1.6,8.1,7.7,0.9,7.3,5.2,6.9,8.5,6.1,6.2,7.5,5.3,8.7,2.6,4.8,5.4,3.2,3,3,↑,2035+,6.12,中国牙周病医生：薪资回报高，AI替代抗性强，就业稳定,"China Periodontist: high compensation, strong AI resistance, stable employment",AI综合评估 + O*NET/ILO/WHO锚点校准,2026-04-13,2026-04-13,2000-2026,532000
MED-1109-CN-general,医疗与健康,MED,医疗管理,病案编码员,Health Information Technician,3252,29-2072.00,东亚,中国,CN,country,general,大专/本科,20-26,global,4.0,3.9,6.8,7.4,7.8,7.8,6.4,5.6,4.9,6.9,7.1,8.5,6.1,4.0,4.5,6.7,6.4,1.5,4.0,6.0,6.7,5.2,5.1,6.4,5.3,5.9,6.7,6.8,2.0,4.4,1.7,4.7,5.2,3.4,3,1,→,2026-2030,6.12,中国病案编码员：AI替代风险较高，远程友好度高,"China Health Information Technician: high AI displacement risk, highly remote-friendly",AI综合评估 + O*NET/ILO/WHO锚点校准,2026-04-13,2026-04-13,2000-2026,136000
