id,major_category,major_code,mid_category,sub_category,sub_category_en,isco_code,onet_code,region,country_or_region,iso_code,type,employer_type,typical_education,typical_entry_age,locality,learning_cost,education_req,growth_coeff,career_lifespan,opportunity,market_size,supply_demand,developed_scarcity,value_added,cost_performance,stability,safety,occupational_disease,overtime,burnout,skill_versatility,career_switch,reputation_variance,ai_resistance,social_status,remote_friendly,autonomy,family_friendly,fulfillment,entrepreneurship,gender_equality,age_flexibility,social_interaction,physical_demand,license_barrier,cycle_sensitivity,side_job_compat,intl_mobility,industry_monopoly,trend_2000_2026,trend_5yr,demand_direction,ai_timeline,composite_index,summary_zh,summary_en,data_source
ENG-0310-BD-general,工程与制造,ENG,化学工程,环境化学工程师,Environmental Chemical Engineer,2145,17-2041.00,南亚,孟加拉国,BD,country,general,本科/硕士,22-28,global,6.0,6.3,5.7,7.1,5.6,5.1,5.0,4.7,5.3,5.4,5.9,5.2,3.7,5.1,4.9,5.9,4.7,1.8,6.1,6.1,3.1,5.3,4.9,6.3,4.0,3.4,6.0,5.0,3.6,3.1,4.9,3.5,5.3,3.8,2,2,↑,2032-2038,5.25,孟加拉国环境化学工程师：工作安全风险较高,Bangladesh Environmental Chemical Engineer: higher workplace safety risks,AI综合评估 + O*NET/ILO/OECD锚点校准
ENG-0310-AE-general,工程与制造,ENG,化学工程,环境化学工程师,Environmental Chemical Engineer,2145,17-2041.00,中亚/西亚,阿联酋,AE,country,general,本科/硕士,22-28,global,6.6,6.4,5.9,8.1,5.8,5.1,5.7,5.3,7.8,6.4,7.6,6.5,4.7,5.3,5.0,6.2,4.9,1.6,6.2,6.8,3.6,5.3,5.4,6.3,4.1,4.2,6.5,5.2,3.7,3.5,5.0,3.8,6.8,3.8,3,2,↑,2032-2038,5.78,阿联酋环境化学工程师：就业稳定,United Arab Emirates Environmental Chemical Engineer: stable employment,AI综合评估 + O*NET/ILO/OECD锚点校准
ENG-0310-IL-general,工程与制造,ENG,化学工程,环境化学工程师,Environmental Chemical Engineer,2145,17-2041.00,中亚/西亚,以色列,IL,country,general,本科/硕士,22-28,global,6.8,6.4,6.4,7.8,6.4,5.4,6.0,6.6,7.5,6.7,7.5,6.5,4.7,5.3,5.1,6.4,5.2,1.3,5.9,6.9,3.4,5.7,5.4,6.9,4.0,5.4,6.7,4.9,3.3,3.5,5.2,3.3,7.1,3.5,3,2,↑,2028-2033,5.94,以色列环境化学工程师：就业稳定,Israel Environmental Chemical Engineer: stable employment,AI综合评估 + O*NET/ILO/OECD锚点校准
ENG-0310-SA-general,工程与制造,ENG,化学工程,环境化学工程师,Environmental Chemical Engineer,2145,17-2041.00,中亚/西亚,沙特阿拉伯,SA,country,general,本科/硕士,22-28,global,6.8,6.8,5.7,7.9,5.6,5.3,5.5,5.7,7.0,6.1,7.3,5.9,4.6,5.3,4.8,6.2,4.8,1.3,5.8,6.5,3.6,5.2,5.5,6.5,3.9,3.4,6.6,5.2,3.7,3.3,4.7,3.4,6.0,3.6,3,2,↑,2028-2033,5.62,沙特阿拉伯环境化学工程师：发展平稳,Saudi Arabia Environmental Chemical Engineer: steady development,AI综合评估 + O*NET/ILO/OECD锚点校准
ENG-0310-TR-general,工程与制造,ENG,化学工程,环境化学工程师,Environmental Chemical Engineer,2145,17-2041.00,中亚/西亚,土耳其,TR,country,general,本科/硕士,22-28,global,6.2,6.5,5.8,7.5,6.2,5.4,5.5,5.6,5.9,5.7,6.7,6.0,4.2,5.1,4.9,6.1,4.9,1.5,6.2,6.2,3.5,5.5,5.2,6.5,4.1,3.9,6.5,5.1,3.4,3.7,5.5,3.1,5.6,3.4,3,2,↑,2032-2038,5.52,土耳其环境化学工程师：发展平稳,Turkey Environmental Chemical Engineer: steady development,AI综合评估 + O*NET/ILO/OECD锚点校准
ENG-0310-GB-general,工程与制造,ENG,化学工程,环境化学工程师,Environmental Chemical Engineer,2145,17-2041.00,西欧,英国,GB,country,general,本科/硕士,22-28,global,6.4,6.8,6.4,7.9,6.5,5.4,5.7,6.2,7.6,6.6,7.7,6.7,4.6,6.0,5.6,6.5,5.1,1.0,6.4,6.8,3.4,5.5,5.8,6.9,4.3,5.1,6.8,4.8,3.3,4.0,4.9,3.5,7.3,3.6,3,2,↑,2032-2038,6.02,英国环境化学工程师：就业稳定,United Kingdom Environmental Chemical Engineer: stable employment,AI综合评估 + O*NET/ILO/OECD锚点校准
ENG-0310-FR-general,工程与制造,ENG,化学工程,环境化学工程师,Environmental Chemical Engineer,2145,17-2041.00,西欧,法国,FR,country,general,本科/硕士,22-28,global,6.5,6.8,6.0,8.1,6.2,5.5,5.7,6.2,7.3,6.5,7.9,6.5,5.1,6.4,5.8,6.0,5.1,1.2,6.0,6.9,3.8,5.8,6.1,6.5,4.4,5.4,6.7,4.8,3.3,3.7,5.0,3.4,6.3,3.6,3,2,↑,2032-2038,5.96,法国环境化学工程师：就业稳定,France Environmental Chemical Engineer: stable employment,AI综合评估 + O*NET/ILO/OECD锚点校准
ENG-0310-DE-general,工程与制造,ENG,化学工程,环境化学工程师,Environmental Chemical Engineer,2145,17-2041.00,西欧,德国,DE,country,general,本科/硕士,22-28,global,6.9,6.8,6.9,8.1,7.2,6.3,6.4,6.4,7.7,6.8,8.2,6.8,5.0,6.8,5.6,6.0,5.6,1.1,6.5,7.1,3.5,6.2,5.9,6.5,4.3,5.4,6.7,4.7,3.7,3.7,5.0,3.9,6.6,3.0,3,3,↑,2032-2038,6.2,德国环境化学工程师：就业稳定,Germany Environmental Chemical Engineer: stable employment,AI综合评估 + O*NET/ILO/OECD锚点校准
ENG-0310-NL-general,工程与制造,ENG,化学工程,环境化学工程师,Environmental Chemical Engineer,2145,17-2041.00,西欧,荷兰,NL,country,general,本科/硕士,22-28,global,7.0,6.5,6.3,8.2,6.1,5.7,5.8,6.5,7.9,6.7,8.0,6.7,5.5,7.3,5.9,5.9,5.1,1.2,6.2,7.2,4.1,6.3,6.4,6.5,3.9,5.7,6.6,5.0,3.6,4.0,4.7,3.6,7.0,3.6,3,2,↑,2032-2038,6.14,荷兰环境化学工程师：就业稳定,Netherlands Environmental Chemical Engineer: stable employment,AI综合评估 + O*NET/ILO/OECD锚点校准
ENG-0310-CH-general,工程与制造,ENG,化学工程,环境化学工程师,Environmental Chemical Engineer,2145,17-2041.00,西欧,瑞士,CH,country,general,本科/硕士,22-28,global,6.5,6.4,6.6,8.3,7.0,6.3,6.4,6.3,8.5,7.2,8.4,6.9,5.3,7.0,5.9,6.2,5.6,1.2,6.1,7.1,3.6,5.8,6.6,6.6,4.2,5.4,6.7,4.9,3.3,4.2,4.8,3.7,6.9,3.3,3,3,↑,2032-2038,6.28,瑞士环境化学工程师：薪资回报高，就业稳定,"Switzerland Environmental Chemical Engineer: high compensation, stable employment",AI综合评估 + O*NET/ILO/OECD锚点校准
ENG-0310-SE-general,工程与制造,ENG,化学工程,环境化学工程师,Environmental Chemical Engineer,2145,17-2041.00,北欧,瑞典,SE,country,general,本科/硕士,22-28,global,6.6,6.8,6.6,7.6,6.3,5.9,5.7,6.3,7.6,6.9,8.0,6.8,5.4,7.4,6.0,6.2,5.4,1.4,6.3,6.8,3.9,6.3,6.4,6.4,4.0,6.0,7.1,5.2,3.3,3.7,4.9,3.8,7.1,3.5,3,2,↑,2032-2038,6.16,瑞典环境化学工程师：就业稳定,Sweden Environmental Chemical Engineer: stable employment,AI综合评估 + O*NET/ILO/OECD锚点校准
ENG-0310-DK-general,工程与制造,ENG,化学工程,环境化学工程师,Environmental Chemical Engineer,2145,17-2041.00,北欧,丹麦,DK,country,general,本科/硕士,22-28,global,6.6,6.7,6.4,7.8,6.4,5.8,5.6,6.5,7.5,6.5,8.2,6.7,5.1,7.4,6.1,6.4,5.1,1.3,6.3,6.8,4.2,6.2,6.9,6.7,3.8,6.1,7.0,5.1,3.6,3.8,4.9,3.7,6.8,3.8,3,2,↑,2032-2038,6.15,丹麦环境化学工程师：就业稳定,Denmark Environmental Chemical Engineer: stable employment,AI综合评估 + O*NET/ILO/OECD锚点校准
ENG-0310-FI-general,工程与制造,ENG,化学工程,环境化学工程师,Environmental Chemical Engineer,2145,17-2041.00,北欧,芬兰,FI,country,general,本科/硕士,22-28,global,6.5,6.8,6.0,7.8,6.1,6.0,5.8,6.1,7.3,6.6,7.6,6.8,5.3,7.5,6.3,6.5,4.9,1.0,6.2,6.8,4.0,6.2,6.5,6.9,4.4,6.2,6.8,5.2,3.4,4.1,4.9,3.6,6.8,3.8,3,2,↑,2032-2038,6.11,芬兰环境化学工程师：工作时间规律，就业稳定,"Finland Environmental Chemical Engineer: regular working hours, stable employment",AI综合评估 + O*NET/ILO/OECD锚点校准
ENG-0310-IT-general,工程与制造,ENG,化学工程,环境化学工程师,Environmental Chemical Engineer,2145,17-2041.00,南欧,意大利,IT,country,general,本科/硕士,22-28,global,6.4,6.6,6.3,7.4,6.5,5.7,5.4,5.4,6.9,6.4,6.9,6.2,4.8,5.5,5.0,6.4,5.1,1.6,6.2,6.6,3.8,5.5,5.6,6.7,4.0,4.4,6.6,4.8,3.7,3.4,5.3,3.8,6.1,3.5,3,2,↑,2032-2038,5.74,意大利环境化学工程师：发展平稳,Italy Environmental Chemical Engineer: steady development,AI综合评估 + O*NET/ILO/OECD锚点校准
ENG-0310-ES-general,工程与制造,ENG,化学工程,环境化学工程师,Environmental Chemical Engineer,2145,17-2041.00,南欧,西班牙,ES,country,general,本科/硕士,22-28,global,6.4,6.7,6.0,7.7,6.0,5.3,5.8,5.7,6.6,6.1,7.2,6.1,4.7,5.7,5.5,5.9,5.0,1.5,6.0,6.8,3.4,5.8,6.0,6.3,4.2,5.1,6.4,5.0,3.5,3.4,5.0,3.4,6.3,3.7,3,2,↑,2032-2038,5.74,西班牙环境化学工程师：发展平稳,Spain Environmental Chemical Engineer: steady development,AI综合评估 + O*NET/ILO/OECD锚点校准
ENG-0310-PT-general,工程与制造,ENG,化学工程,环境化学工程师,Environmental Chemical Engineer,2145,17-2041.00,南欧,葡萄牙,PT,country,general,本科/硕士,22-28,global,6.6,6.4,5.9,7.8,6.1,5.1,5.5,5.5,6.2,6.0,7.4,6.2,4.7,5.8,5.3,6.1,5.1,1.3,6.0,6.2,3.3,5.7,5.6,6.5,4.3,5.0,6.3,4.8,3.7,3.5,4.8,3.8,6.6,3.8,3,2,↑,2032-2038,5.7,葡萄牙环境化学工程师：发展平稳,Portugal Environmental Chemical Engineer: steady development,AI综合评估 + O*NET/ILO/OECD锚点校准
ENG-0310-PL-general,工程与制造,ENG,化学工程,环境化学工程师,Environmental Chemical Engineer,2145,17-2041.00,东欧,波兰,PL,country,general,本科/硕士,22-28,global,6.3,6.7,6.0,7.7,6.5,6.0,5.7,5.8,6.5,5.9,7.6,6.0,5.0,5.7,5.6,5.8,5.2,1.6,5.9,6.3,3.6,5.5,5.8,6.5,4.3,5.1,6.7,4.8,3.7,3.5,5.1,3.6,6.8,3.5,3,2,↑,2028-2033,5.77,波兰环境化学工程师：就业稳定,Poland Environmental Chemical Engineer: stable employment,AI综合评估 + O*NET/ILO/OECD锚点校准
ENG-0310-CZ-general,工程与制造,ENG,化学工程,环境化学工程师,Environmental Chemical Engineer,2145,17-2041.00,东欧,捷克,CZ,country,general,本科/硕士,22-28,global,6.4,6.9,6.3,7.7,6.7,5.9,5.8,5.8,6.6,6.2,7.7,6.4,4.9,6.2,5.3,5.9,5.4,1.6,6.2,7.0,4.0,5.5,5.9,6.8,4.0,5.1,6.6,4.9,3.3,3.9,4.9,3.7,6.6,3.8,3,2,↑,2032-2038,5.88,捷克环境化学工程师：就业稳定,Czech Republic Environmental Chemical Engineer: stable employment,AI综合评估 + O*NET/ILO/OECD锚点校准
ENG-0310-RU-general,工程与制造,ENG,化学工程,环境化学工程师,Environmental Chemical Engineer,2145,17-2041.00,东欧,俄罗斯,RU,country,general,本科/硕士,22-28,global,6.9,6.4,6.0,7.3,6.2,5.8,5.5,5.6,6.2,6.0,6.6,5.9,4.7,5.5,5.0,5.9,4.9,1.6,6.1,6.8,3.6,5.8,5.4,6.5,4.0,4.6,6.4,4.9,3.6,3.2,5.2,3.5,5.2,3.5,3,2,↑,2032-2038,5.59,俄罗斯环境化学工程师：发展平稳,Russia Environmental Chemical Engineer: steady development,AI综合评估 + O*NET/ILO/OECD锚点校准
ENG-0310-US-general,工程与制造,ENG,化学工程,环境化学工程师,Environmental Chemical Engineer,2145,17-2041.00,北美,美国,US,country,general,本科/硕士,22-28,global,6.9,6.8,6.6,7.9,6.9,6.3,6.0,6.2,8.4,7.1,7.3,6.6,4.6,5.5,4.9,6.3,5.4,1.2,5.9,7.0,3.7,5.8,5.5,6.8,4.4,5.2,6.6,5.0,3.2,4.0,4.8,3.2,6.9,3.4,3,3,↑,2028-2033,6.02,美国环境化学工程师：薪资回报高,United States Environmental Chemical Engineer: high compensation,AI综合评估 + O*NET/ILO/OECD锚点校准
ENG-0310-CA-general,工程与制造,ENG,化学工程,环境化学工程师,Environmental Chemical Engineer,2145,17-2041.00,北美,加拿大,CA,country,general,本科/硕士,22-28,global,6.7,6.5,5.9,7.7,6.2,5.6,5.7,6.1,7.8,6.5,7.6,6.5,5.1,6.3,5.6,6.4,4.8,1.3,6.3,6.6,3.8,5.5,6.2,6.7,4.2,5.8,6.5,5.0,3.3,4.2,5.0,3.7,6.9,3.8,3,2,↑,2032-2038,5.97,加拿大环境化学工程师：就业稳定,Canada Environmental Chemical Engineer: stable employment,AI综合评估 + O*NET/ILO/OECD锚点校准
ENG-0310-MX-general,工程与制造,ENG,化学工程,环境化学工程师,Environmental Chemical Engineer,2145,17-2041.00,北美,墨西哥,MX,country,general,本科/硕士,22-28,global,6.3,6.5,5.9,7.6,5.9,5.7,5.4,5.4,5.9,6.1,6.3,5.7,4.4,5.2,4.6,6.2,5.1,1.5,5.9,6.1,3.6,5.5,5.4,6.2,3.9,4.4,6.7,5.1,3.5,3.2,5.1,3.8,6.1,3.6,3,2,↑,2028-2033,5.54,墨西哥环境化学工程师：发展平稳,Mexico Environmental Chemical Engineer: steady development,AI综合评估 + O*NET/ILO/OECD锚点校准
ENG-0310-BR-general,工程与制造,ENG,化学工程,环境化学工程师,Environmental Chemical Engineer,2145,17-2041.00,南美,巴西,BR,country,general,本科/硕士,22-28,global,6.2,6.3,6.2,7.4,5.8,5.7,5.4,5.6,6.4,5.6,6.7,5.7,4.2,5.6,5.2,6.0,4.9,1.5,5.7,6.2,3.7,5.3,5.8,6.6,3.7,4.8,6.2,4.9,3.5,3.6,4.8,3.5,5.4,3.8,3,2,↑,2028-2033,5.57,巴西环境化学工程师：发展平稳,Brazil Environmental Chemical Engineer: steady development,AI综合评估 + O*NET/ILO/OECD锚点校准
ENG-0310-AR-general,工程与制造,ENG,化学工程,环境化学工程师,Environmental Chemical Engineer,2145,17-2041.00,南美,阿根廷,AR,country,general,本科/硕士,22-28,global,6.6,6.5,5.7,6.8,5.9,5.5,5.1,5.4,6.0,5.6,6.4,5.9,4.1,5.5,5.2,6.1,5.1,1.7,6.0,6.6,3.4,5.2,5.2,6.4,3.5,4.5,6.6,5.0,3.3,3.2,5.1,3.7,5.3,3.6,3,2,↑,2032-2038,5.46,阿根廷环境化学工程师：发展平稳,Argentina Environmental Chemical Engineer: steady development,AI综合评估 + O*NET/ILO/OECD锚点校准
ENG-0310-CL-general,工程与制造,ENG,化学工程,环境化学工程师,Environmental Chemical Engineer,2145,17-2041.00,南美,智利,CL,country,general,本科/硕士,22-28,global,6.7,6.6,5.9,7.5,5.4,5.1,5.5,5.5,6.2,6.1,7.1,6.0,4.6,5.6,5.1,6.2,4.8,1.3,5.7,6.2,3.5,5.4,5.2,6.5,3.6,4.4,6.4,5.2,3.4,3.2,5.1,3.2,5.9,3.7,3,2,↑,2028-2033,5.55,智利环境化学工程师：发展平稳,Chile Environmental Chemical Engineer: steady development,AI综合评估 + O*NET/ILO/OECD锚点校准
ENG-0310-CO-general,工程与制造,ENG,化学工程,环境化学工程师,Environmental Chemical Engineer,2145,17-2041.00,南美,哥伦比亚,CO,country,general,本科/硕士,22-28,global,6.2,6.6,5.5,7.3,5.9,4.9,5.6,5.6,6.0,5.3,6.7,5.8,4.4,5.4,5.3,6.0,4.9,1.6,6.0,6.4,3.5,5.4,5.1,6.4,3.6,4.4,6.4,5.2,3.6,3.3,5.1,3.3,5.9,4.0,3,2,↑,2032-2038,5.49,哥伦比亚环境化学工程师：发展平稳,Colombia Environmental Chemical Engineer: steady development,AI综合评估 + O*NET/ILO/OECD锚点校准
ENG-0310-AU-general,工程与制造,ENG,化学工程,环境化学工程师,Environmental Chemical Engineer,2145,17-2041.00,大洋洲,澳大利亚,AU,country,general,本科/硕士,22-28,global,7.0,6.6,6.5,7.9,6.3,5.5,5.5,6.5,7.8,6.7,7.6,6.6,5.3,6.2,5.3,6.0,5.0,1.1,6.4,6.8,3.8,5.5,6.0,6.7,4.3,5.6,6.9,4.7,3.6,3.7,4.7,3.4,7.0,3.5,3,2,↑,2032-2038,6.02,澳大利亚环境化学工程师：就业稳定,Australia Environmental Chemical Engineer: stable employment,AI综合评估 + O*NET/ILO/OECD锚点校准
ENG-0310-NZ-general,工程与制造,ENG,化学工程,环境化学工程师,Environmental Chemical Engineer,2145,17-2041.00,大洋洲,新西兰,NZ,country,general,本科/硕士,22-28,global,6.4,6.6,5.9,7.7,5.7,5.0,5.4,5.7,7.0,6.1,7.8,6.6,4.9,6.7,5.9,6.3,4.6,1.7,5.7,6.7,4.0,5.8,6.6,6.6,3.8,5.8,6.7,5.1,3.7,3.6,4.7,3.7,6.9,3.8,3,2,↑,2028-2033,5.86,新西兰环境化学工程师：就业稳定,New Zealand Environmental Chemical Engineer: stable employment,AI综合评估 + O*NET/ILO/OECD锚点校准
ENG-0310-ZA-general,工程与制造,ENG,化学工程,环境化学工程师,Environmental Chemical Engineer,2145,17-2041.00,非洲,南非,ZA,country,general,本科/硕士,22-28,global,6.6,6.7,6.2,7.4,5.8,5.5,5.6,5.4,6.1,5.6,6.3,5.9,4.5,5.8,5.2,5.8,5.1,1.5,6.2,6.0,3.2,5.6,5.5,6.3,4.1,4.3,6.6,5.2,3.4,3.1,5.3,3.3,6.0,4.0,3,2,↑,2032-2038,5.55,南非环境化学工程师：发展平稳,South Africa Environmental Chemical Engineer: steady development,AI综合评估 + O*NET/ILO/OECD锚点校准
ENG-0310-NG-general,工程与制造,ENG,化学工程,环境化学工程师,Environmental Chemical Engineer,2145,17-2041.00,非洲,尼日利亚,NG,country,general,本科/硕士,22-28,global,6.6,6.5,5.7,6.9,5.4,4.6,5.3,4.6,5.3,5.3,6.1,5.4,4.0,5.0,4.7,5.8,4.7,1.7,5.7,6.2,3.1,5.2,4.6,6.4,3.3,3.7,6.0,5.1,3.7,2.9,5.3,3.3,5.5,4.1,2,1,→,2028-2033,5.18,尼日利亚环境化学工程师：工作安全风险较高,Nigeria Environmental Chemical Engineer: higher workplace safety risks,AI综合评估 + O*NET/ILO/OECD锚点校准
ENG-0310-KE-general,工程与制造,ENG,化学工程,环境化学工程师,Environmental Chemical Engineer,2145,17-2041.00,非洲,肯尼亚,KE,country,general,本科/硕士,22-28,global,6.1,6.4,5.7,7.3,5.3,5.1,5.4,4.5,5.4,5.4,6.3,5.5,4.1,5.4,4.9,5.8,4.7,1.8,6.0,6.1,3.6,5.6,5.0,6.3,3.6,4.1,6.1,4.9,3.2,3.3,5.3,3.5,5.6,3.7,2,1,→,2032-2038,5.32,肯尼亚环境化学工程师：工作安全风险较高,Kenya Environmental Chemical Engineer: higher workplace safety risks,AI综合评估 + O*NET/ILO/OECD锚点校准
ENG-0310-EG-general,工程与制造,ENG,化学工程,环境化学工程师,Environmental Chemical Engineer,2145,17-2041.00,非洲,埃及,EG,country,general,本科/硕士,22-28,global,6.6,6.6,5.6,7.4,5.9,5.4,5.4,5.8,5.8,5.8,6.4,5.5,4.5,5.3,5.1,6.1,5.2,1.6,5.7,6.3,3.4,5.5,4.8,6.4,3.6,3.3,6.5,5.2,3.3,3.2,5.2,3.5,5.9,3.6,3,2,↑,2028-2033,5.45,埃及环境化学工程师：工作安全风险较高,Egypt Environmental Chemical Engineer: higher workplace safety risks,AI综合评估 + O*NET/ILO/OECD锚点校准
ENG-0311-CN-general,工程与制造,ENG,化学工程,复合材料工程师,Composite Materials Engineer,2146,17-2131.00,东亚,中国,CN,country,general,本科/硕士,22-28,global,6.4,6.6,7.3,7.8,6.7,6.3,6.8,7.5,7.6,6.7,7.1,6.0,4.3,4.1,4.5,6.0,5.2,1.2,6.7,6.8,3.3,5.3,4.9,6.8,4.2,4.7,6.4,5.2,3.7,3.5,5.3,3.4,5.9,3.1,3,3,↑,2032-2038,5.95,中国复合材料工程师：发展平稳,China Composite Materials Engineer: steady development,AI综合评估 + O*NET/ILO/OECD锚点校准
ENG-0311-JP-general,工程与制造,ENG,化学工程,复合材料工程师,Composite Materials Engineer,2146,17-2131.00,东亚,日本,JP,country,general,本科/硕士,22-28,global,6.5,7.0,7.0,7.9,6.7,6.2,6.9,7.2,8.2,6.5,7.7,6.8,4.5,4.9,4.4,6.2,5.3,1.3,6.8,7.2,3.2,5.4,5.0,6.9,4.1,4.3,6.4,5.3,3.5,4.1,4.5,3.6,5.6,3.4,3,3,↑,2032-2038,6.03,日本复合材料工程师：薪资回报高，就业稳定,"Japan Composite Materials Engineer: high compensation, stable employment",AI综合评估 + O*NET/ILO/OECD锚点校准
ENG-0311-KR-general,工程与制造,ENG,化学工程,复合材料工程师,Composite Materials Engineer,2146,17-2131.00,东亚,韩国,KR,country,general,本科/硕士,22-28,global,6.7,6.4,6.8,7.4,6.6,6.1,6.8,7.3,8.1,6.8,7.3,6.4,4.1,4.5,4.6,5.9,5.6,1.3,6.4,7.2,3.2,5.5,4.8,6.9,4.2,4.2,6.4,5.3,3.3,3.8,5.2,3.2,6.1,3.4,3,3,↑,2032-2038,5.95,韩国复合材料工程师：薪资回报高,South Korea Composite Materials Engineer: high compensation,AI综合评估 + O*NET/ILO/OECD锚点校准
ENG-0311-TW-general,工程与制造,ENG,化学工程,复合材料工程师,Composite Materials Engineer,2146,17-2131.00,东亚,中国台湾地区,TW,region,general,本科/硕士,22-28,global,6.8,6.4,6.8,7.5,6.5,6.0,6.8,7.0,7.3,6.5,7.1,6.2,4.8,4.7,4.6,6.0,5.0,1.1,6.7,7.0,3.4,5.8,4.9,6.8,4.1,4.8,6.7,5.0,3.7,3.8,4.8,3.4,6.0,3.6,3,3,↑,2032-2038,5.92,中国台湾地区复合材料工程师：发展平稳,Taiwan (China) Composite Materials Engineer: steady development,AI综合评估 + O*NET/ILO/OECD锚点校准
ENG-0311-HK-general,工程与制造,ENG,化学工程,复合材料工程师,Composite Materials Engineer,2146,17-2131.00,东亚,中国香港地区,HK,region,general,本科/硕士,22-28,global,6.8,6.5,6.2,7.9,5.6,4.8,6.6,6.7,7.8,6.4,7.4,6.4,4.5,4.9,4.3,5.9,4.7,1.6,6.5,6.8,3.6,5.6,4.6,6.5,3.7,4.6,6.2,5.1,3.4,4.0,4.9,3.2,6.9,3.8,3,1,→,2032-2038,5.78,中国香港地区复合材料工程师：发展平稳,Hong Kong (China) Composite Materials Engineer: steady development,AI综合评估 + O*NET/ILO/OECD锚点校准
ENG-0311-SG-general,工程与制造,ENG,化学工程,复合材料工程师,Composite Materials Engineer,2146,17-2131.00,东南亚,新加坡,SG,country,general,本科/硕士,22-28,global,6.8,6.8,6.8,8.0,6.3,6.0,7.0,7.5,8.2,6.6,8.2,6.7,4.7,5.1,4.9,6.2,5.2,1.4,6.9,7.2,3.2,5.6,5.6,6.9,4.0,5.0,6.7,5.1,3.6,3.9,4.6,3.3,7.1,3.4,3,2,↑,2032-2038,6.14,新加坡复合材料工程师：薪资回报高，就业稳定,"Singapore Composite Materials Engineer: high compensation, stable employment",AI综合评估 + O*NET/ILO/OECD锚点校准
ENG-0311-TH-general,工程与制造,ENG,化学工程,复合材料工程师,Composite Materials Engineer,2146,17-2131.00,东南亚,泰国,TH,country,general,本科/硕士,22-28,global,6.5,6.5,6.2,7.7,5.9,5.5,6.2,6.6,6.6,5.9,6.8,5.8,4.6,5.8,5.0,5.7,5.2,1.3,6.2,6.6,3.5,5.5,5.6,6.5,3.7,5.0,6.6,4.8,3.5,3.4,5.0,3.3,5.6,3.4,3,2,↑,2032-2038,5.73,泰国复合材料工程师：发展平稳,Thailand Composite Materials Engineer: steady development,AI综合评估 + O*NET/ILO/OECD锚点校准
ENG-0311-VN-general,工程与制造,ENG,化学工程,复合材料工程师,Composite Materials Engineer,2146,17-2131.00,东南亚,越南,VN,country,general,本科/硕士,22-28,global,6.6,6.5,6.4,7.5,5.9,5.8,6.2,6.7,6.0,5.5,6.8,5.7,4.0,5.4,5.0,5.6,4.8,1.6,6.5,6.2,3.3,5.5,5.1,6.3,3.9,4.2,6.4,5.2,3.5,3.4,4.8,3.3,5.8,3.6,3,2,↑,2032-2038,5.61,越南复合材料工程师：发展平稳,Vietnam Composite Materials Engineer: steady development,AI综合评估 + O*NET/ILO/OECD锚点校准
ENG-0311-ID-general,工程与制造,ENG,化学工程,复合材料工程师,Composite Materials Engineer,2146,17-2131.00,东南亚,印度尼西亚,ID,country,general,本科/硕士,22-28,global,6.3,6.1,6.6,7.3,5.7,5.3,6.4,6.4,6.3,5.7,6.4,5.6,3.9,5.6,5.0,6.2,4.9,1.4,6.4,6.2,3.4,5.4,5.2,6.4,4.0,4.2,6.3,4.8,3.5,3.6,5.0,3.6,5.6,3.4,3,2,↑,2032-2038,5.64,印度尼西亚复合材料工程师：发展平稳,Indonesia Composite Materials Engineer: steady development,AI综合评估 + O*NET/ILO/OECD锚点校准
ENG-0311-MY-general,工程与制造,ENG,化学工程,复合材料工程师,Composite Materials Engineer,2146,17-2131.00,东南亚,马来西亚,MY,country,general,本科/硕士,22-28,global,6.3,6.5,6.7,7.5,5.9,5.7,6.4,6.8,6.6,5.8,7.0,5.9,4.4,5.5,5.3,6.2,5.1,1.3,6.3,6.7,3.3,5.6,5.5,6.5,4.0,4.8,6.2,5.2,3.6,3.2,4.9,3.3,6.2,3.4,3,2,↑,2032-2038,5.82,马来西亚复合材料工程师：发展平稳,Malaysia Composite Materials Engineer: steady development,AI综合评估 + O*NET/ILO/OECD锚点校准
ENG-0311-PH-general,工程与制造,ENG,化学工程,复合材料工程师,Composite Materials Engineer,2146,17-2131.00,东南亚,菲律宾,PH,country,general,本科/硕士,22-28,global,6.6,6.6,6.2,7.5,5.6,4.9,6.1,6.6,5.8,5.4,6.6,5.6,4.2,5.2,4.9,5.8,4.8,1.3,6.4,6.4,3.4,5.3,5.1,6.4,3.9,4.7,6.1,5.3,3.7,3.5,5.4,3.4,6.3,3.8,3,2,↑,2032-2038,5.56,菲律宾复合材料工程师：发展平稳,Philippines Composite Materials Engineer: steady development,AI综合评估 + O*NET/ILO/OECD锚点校准
ENG-0311-IN-general,工程与制造,ENG,化学工程,复合材料工程师,Composite Materials Engineer,2146,17-2131.00,南亚,印度,IN,country,general,本科/硕士,22-28,global,6.9,6.8,6.9,7.6,6.0,5.9,6.7,6.7,6.9,6.2,6.8,5.6,4.2,5.0,4.9,6.1,5.4,1.4,6.7,6.4,3.4,5.5,5.1,6.7,4.4,3.7,6.1,4.7,3.6,3.1,5.3,3.2,6.4,3.5,3,2,↑,2032-2038,5.78,印度复合材料工程师：发展平稳,India Composite Materials Engineer: steady development,AI综合评估 + O*NET/ILO/OECD锚点校准
