id,major_category,major_code,mid_category,sub_category,sub_category_en,isco_code,onet_code,region,country_or_region,iso_code,type,employer_type,typical_education,typical_entry_age,locality,learning_cost,education_req,growth_coeff,career_lifespan,opportunity,market_size,supply_demand,developed_scarcity,value_added,cost_performance,stability,safety,occupational_disease,overtime,burnout,skill_versatility,career_switch,reputation_variance,ai_resistance,social_status,remote_friendly,autonomy,family_friendly,fulfillment,entrepreneurship,gender_equality,age_flexibility,social_interaction,physical_demand,license_barrier,cycle_sensitivity,side_job_compat,intl_mobility,industry_monopoly,trend_2000_2026,trend_5yr,demand_direction,ai_timeline,composite_index,summary_zh,summary_en,data_source
GOV-0105-DK-general,公共管理与公务员,GOV,中央/联邦公务员,税务官员,Tax Official,3353,13-2081.00,北欧,丹麦,DK,country,general,本科,22-28,global,5.8,6.3,3.7,9.6,5.3,6.2,3.9,3.3,6.3,6.5,10.0,9.1,8.0,7.8,6.0,4.5,4.3,2.5,4.3,6.4,4.3,4.6,7.8,5.4,1.8,7.0,7.8,6.7,1.0,7.7,1.2,1.3,3.1,8.3,-1,-1,→,2026-2030,5.52,丹麦税务官员：就业极其稳定,Denmark Tax Official: extremely stable employment,AI综合评估 + O*NET/ILO/OECD锚点校准
GOV-0105-FI-general,公共管理与公务员,GOV,中央/联邦公务员,税务官员,Tax Official,3353,13-2081.00,北欧,芬兰,FI,country,general,本科,22-28,global,5.9,6.0,3.6,9.7,5.1,6.0,3.8,3.6,6.3,6.2,9.8,9.2,8.0,7.6,6.4,4.6,4.4,2.5,4.8,6.4,4.6,4.4,7.8,5.6,2.0,7.3,7.7,6.5,1.1,7.7,1.6,1.0,3.1,7.9,-1,-1,→,2028-2033,5.56,芬兰税务官员：就业极其稳定,Finland Tax Official: extremely stable employment,AI综合评估 + O*NET/ILO/OECD锚点校准
GOV-0105-IT-general,公共管理与公务员,GOV,中央/联邦公务员,税务官员,Tax Official,3353,13-2081.00,南欧,意大利,IT,country,general,本科,22-28,global,5.5,6.1,4.0,9.0,5.3,6.2,3.8,3.5,5.7,5.5,10.0,9.1,7.7,6.9,5.5,4.9,3.8,3.1,4.5,6.8,3.9,4.2,6.4,5.0,1.2,5.6,7.8,6.7,1.1,8.0,1.6,1.0,3.0,8.4,-1,-1,→,2028-2033,5.26,意大利税务官员：就业极其稳定，准入门槛高,"Italy Tax Official: extremely stable employment, high entry barrier",AI综合评估 + O*NET/ILO/OECD锚点校准
GOV-0105-ES-general,公共管理与公务员,GOV,中央/联邦公务员,税务官员,Tax Official,3353,13-2081.00,南欧,西班牙,ES,country,general,本科,22-28,global,5.6,6.0,3.4,9.4,5.1,5.9,4.6,3.9,5.8,5.5,9.9,9.1,7.8,7.0,5.9,4.5,3.8,2.9,4.7,7.1,4.1,4.2,6.6,5.1,1.4,6.2,7.3,6.7,1.3,8.3,1.7,1.2,3.3,8.1,-1,-1,→,2028-2033,5.35,西班牙税务官员：就业极其稳定，准入门槛高,"Spain Tax Official: extremely stable employment, high entry barrier",AI综合评估 + O*NET/ILO/OECD锚点校准
GOV-0105-PT-general,公共管理与公务员,GOV,中央/联邦公务员,税务官员,Tax Official,3353,13-2081.00,南欧,葡萄牙,PT,country,general,本科,22-28,global,5.7,5.9,3.8,9.0,4.9,5.2,4.3,3.8,5.6,5.6,10.0,9.2,7.9,6.8,5.8,4.4,4.0,2.8,4.8,6.6,3.9,4.0,6.8,5.2,1.9,6.0,7.5,6.6,1.2,7.9,1.2,1.3,3.2,8.1,-1,-1,→,2028-2033,5.34,葡萄牙税务官员：就业极其稳定,Portugal Tax Official: extremely stable employment,AI综合评估 + O*NET/ILO/OECD锚点校准
GOV-0105-PL-general,公共管理与公务员,GOV,中央/联邦公务员,税务官员,Tax Official,3353,13-2081.00,东欧,波兰,PL,country,general,本科,22-28,global,5.9,6.0,3.6,9.2,4.8,5.2,3.8,3.3,5.3,5.3,9.7,8.9,7.9,6.9,6.1,4.3,4.1,3.0,4.7,6.3,4.4,4.1,7.0,5.2,1.5,6.1,7.7,6.6,1.0,7.8,1.3,1.1,3.2,8.0,-1,-1,→,2028-2033,5.24,波兰税务官员：就业极其稳定,Poland Tax Official: extremely stable employment,AI综合评估 + O*NET/ILO/OECD锚点校准
GOV-0105-CZ-general,公共管理与公务员,GOV,中央/联邦公务员,税务官员,Tax Official,3353,13-2081.00,东欧,捷克,CZ,country,general,本科,22-28,global,5.7,5.7,3.4,9.4,5.0,5.1,3.6,3.4,5.5,5.5,10.0,9.1,7.5,6.8,5.7,4.4,4.0,2.9,4.3,6.7,4.4,4.3,6.9,5.2,1.8,5.9,7.9,6.5,0.9,7.8,1.6,1.1,2.8,7.9,-1,-1,→,2026-2030,5.25,捷克税务官员：就业极其稳定,Czech Republic Tax Official: extremely stable employment,AI综合评估 + O*NET/ILO/OECD锚点校准
GOV-0105-RU-general,公共管理与公务员,GOV,中央/联邦公务员,税务官员,Tax Official,3353,13-2081.00,东欧,俄罗斯,RU,country,general,本科,22-28,global,5.6,6.2,4.1,8.7,5.6,6.6,3.4,3.6,5.1,5.5,9.5,9.0,7.7,6.2,5.2,4.7,4.2,3.4,4.4,6.5,3.8,3.6,6.6,4.9,1.2,5.8,7.3,6.4,1.1,7.8,1.8,0.9,2.5,8.3,-1,0,→,2026-2030,5.1,俄罗斯税务官员：就业极其稳定,Russia Tax Official: extremely stable employment,AI综合评估 + O*NET/ILO/OECD锚点校准
GOV-0105-US-general,公共管理与公务员,GOV,中央/联邦公务员,税务官员,Tax Official,3353,13-2081.00,北美,美国,US,country,general,本科,22-28,global,5.8,6.0,3.7,8.9,4.8,5.3,4.3,3.7,6.3,6.3,10.0,9.1,7.4,6.7,5.5,4.8,3.9,2.9,4.6,6.6,3.8,4.3,6.7,5.4,1.6,6.3,7.7,6.3,1.3,8.1,1.7,1.4,3.0,8.1,-1,-1,→,2028-2033,5.34,美国税务官员：就业极其稳定，准入门槛高,"United States Tax Official: extremely stable employment, high entry barrier",AI综合评估 + O*NET/ILO/OECD锚点校准
GOV-0105-CA-general,公共管理与公务员,GOV,中央/联邦公务员,税务官员,Tax Official,3353,13-2081.00,北美,加拿大,CA,country,general,本科,22-28,global,5.9,5.8,3.5,9.2,4.9,5.4,4.2,3.3,6.6,6.2,10.0,9.2,7.7,6.8,6.2,5.0,4.2,2.6,4.4,6.9,3.9,4.6,7.4,5.1,1.8,6.8,7.7,6.7,1.0,8.1,1.6,1.1,3.4,8.1,-1,-1,→,2026-2030,5.46,加拿大税务官员：就业极其稳定，准入门槛高,"Canada Tax Official: extremely stable employment, high entry barrier",AI综合评估 + O*NET/ILO/OECD锚点校准
GOV-0105-MX-general,公共管理与公务员,GOV,中央/联邦公务员,税务官员,Tax Official,3353,13-2081.00,北美,墨西哥,MX,country,general,本科,22-28,global,5.8,5.8,3.4,8.6,5.0,5.7,4.0,3.5,5.1,5.3,8.9,9.0,7.1,6.6,5.3,4.4,3.6,3.1,4.6,5.8,3.9,4.0,6.4,5.0,1.7,5.4,7.6,6.7,0.9,7.7,1.7,0.8,3.1,7.8,-1,-1,→,2028-2033,5.07,墨西哥税务官员：就业极其稳定,Mexico Tax Official: extremely stable employment,AI综合评估 + O*NET/ILO/OECD锚点校准
GOV-0105-BR-general,公共管理与公务员,GOV,中央/联邦公务员,税务官员,Tax Official,3353,13-2081.00,南美,巴西,BR,country,general,本科,22-28,global,5.4,6.1,3.5,9.3,5.7,6.3,4.1,3.9,5.8,5.6,9.7,9.1,7.4,6.4,5.8,4.6,3.6,3.2,4.6,6.6,4.3,3.8,6.5,4.8,1.6,5.2,7.4,6.6,1.2,8.5,1.2,1.0,2.7,8.1,-1,0,→,2028-2033,5.24,巴西税务官员：就业极其稳定，准入门槛高,"Brazil Tax Official: extremely stable employment, high entry barrier",AI综合评估 + O*NET/ILO/OECD锚点校准
GOV-0105-AR-general,公共管理与公务员,GOV,中央/联邦公务员,税务官员,Tax Official,3353,13-2081.00,南美,阿根廷,AR,country,general,本科,22-28,global,5.6,6.1,3.8,8.9,5.7,6.2,3.3,3.6,4.8,5.1,8.8,8.8,7.5,6.1,5.5,4.4,4.2,3.0,4.3,6.0,4.1,3.9,6.3,4.5,1.5,5.7,7.6,6.4,1.0,7.5,1.7,0.7,3.1,7.9,-2,0,→,2026-2030,5.06,阿根廷税务官员：就业极其稳定,Argentina Tax Official: extremely stable employment,AI综合评估 + O*NET/ILO/OECD锚点校准
GOV-0105-CL-general,公共管理与公务员,GOV,中央/联邦公务员,税务官员,Tax Official,3353,13-2081.00,南美,智利,CL,country,general,本科,22-28,global,5.3,5.6,3.6,9.4,4.9,4.9,3.9,3.6,5.2,5.6,9.9,8.9,7.8,6.2,5.5,4.4,3.9,3.0,4.7,6.3,4.2,4.5,6.6,5.3,1.8,5.3,7.8,6.8,1.3,8.1,1.4,1.0,2.8,8.1,-1,-1,→,2028-2033,5.23,智利税务官员：就业极其稳定，准入门槛高,"Chile Tax Official: extremely stable employment, high entry barrier",AI综合评估 + O*NET/ILO/OECD锚点校准
GOV-0105-CO-general,公共管理与公务员,GOV,中央/联邦公务员,税务官员,Tax Official,3353,13-2081.00,南美,哥伦比亚,CO,country,general,本科,22-28,global,5.2,6.0,3.4,9.1,4.8,5.9,3.9,3.4,5.1,4.8,9.0,9.0,7.5,6.4,5.6,4.8,3.7,2.9,4.3,6.3,4.2,3.9,6.2,5.0,1.6,5.3,7.3,6.8,1.2,7.8,1.5,1.1,2.9,7.8,-1,-1,→,2026-2030,5.1,哥伦比亚税务官员：就业极其稳定,Colombia Tax Official: extremely stable employment,AI综合评估 + O*NET/ILO/OECD锚点校准
GOV-0105-AU-general,公共管理与公务员,GOV,中央/联邦公务员,税务官员,Tax Official,3353,13-2081.00,大洋洲,澳大利亚,AU,country,general,本科,22-28,global,5.6,6.4,3.8,9.6,5.1,5.1,4.0,3.6,6.7,6.4,9.9,9.1,8.1,7.2,6.3,4.4,4.1,2.8,4.5,6.4,4.1,4.4,7.3,5.0,1.7,6.7,8.1,6.6,1.1,7.8,1.7,1.5,3.2,8.0,-1,-1,→,2028-2033,5.47,澳大利亚税务官员：就业极其稳定,Australia Tax Official: extremely stable employment,AI综合评估 + O*NET/ILO/OECD锚点校准
GOV-0105-NZ-general,公共管理与公务员,GOV,中央/联邦公务员,税务官员,Tax Official,3353,13-2081.00,大洋洲,新西兰,NZ,country,general,本科,22-28,global,5.7,5.8,3.5,9.4,4.8,5.1,4.2,3.4,6.1,6.1,9.9,9.2,8.3,7.6,5.9,4.4,4.1,2.6,4.6,6.6,4.3,4.3,7.5,5.4,1.9,6.8,7.6,6.6,0.8,8.0,1.5,1.0,3.3,7.8,-1,-1,→,2028-2033,5.46,新西兰税务官员：就业极其稳定，准入门槛高,"New Zealand Tax Official: extremely stable employment, high entry barrier",AI综合评估 + O*NET/ILO/OECD锚点校准
GOV-0105-ZA-general,公共管理与公务员,GOV,中央/联邦公务员,税务官员,Tax Official,3353,13-2081.00,非洲,南非,ZA,country,general,本科,22-28,global,5.8,6.1,3.3,8.8,5.1,5.4,3.5,3.2,5.4,5.3,8.8,8.8,7.6,6.1,5.4,4.4,3.8,3.3,4.4,6.1,3.9,3.9,6.4,4.9,1.7,5.2,7.1,6.6,1.1,7.4,1.7,1.1,2.6,8.3,-1,-1,→,2026-2030,4.98,南非税务官员：就业极其稳定,South Africa Tax Official: extremely stable employment,AI综合评估 + O*NET/ILO/OECD锚点校准
GOV-0105-NG-general,公共管理与公务员,GOV,中央/联邦公务员,税务官员,Tax Official,3353,13-2081.00,非洲,尼日利亚,NG,country,general,本科,22-28,global,5.0,5.8,3.5,8.8,5.6,6.0,3.6,3.2,4.7,5.0,8.6,8.8,7.5,5.7,5.3,4.5,3.7,3.2,4.3,5.9,3.7,3.3,5.7,4.9,1.4,4.5,7.1,6.4,1.3,7.9,1.3,0.8,3.0,7.8,-2,-1,→,2026-2030,4.92,尼日利亚税务官员：就业极其稳定,Nigeria Tax Official: extremely stable employment,AI综合评估 + O*NET/ILO/OECD锚点校准
GOV-0105-KE-general,公共管理与公务员,GOV,中央/联邦公务员,税务官员,Tax Official,3353,13-2081.00,非洲,肯尼亚,KE,country,general,本科,22-28,global,5.7,5.5,3.3,8.7,5.4,5.7,4.0,3.1,5.0,5.1,8.7,9.0,7.2,6.4,5.2,4.4,4.0,3.4,4.6,5.8,3.9,4.0,6.4,5.0,1.6,5.1,7.2,6.4,0.8,7.9,1.6,0.8,3.2,7.9,-2,-1,→,2028-2033,5.02,肯尼亚税务官员：就业极其稳定,Kenya Tax Official: extremely stable employment,AI综合评估 + O*NET/ILO/OECD锚点校准
GOV-0105-EG-general,公共管理与公务员,GOV,中央/联邦公务员,税务官员,Tax Official,3353,13-2081.00,非洲,埃及,EG,country,general,本科,22-28,global,5.6,5.8,3.5,8.8,5.4,6.6,3.4,3.5,4.7,4.9,9.3,9.0,7.6,6.0,5.5,4.2,3.8,3.2,4.6,6.0,4.2,3.9,6.1,4.5,1.5,4.8,7.7,6.5,1.3,7.7,1.3,0.6,2.8,8.2,-1,0,→,2028-2033,5.02,埃及税务官员：就业极其稳定,Egypt Tax Official: extremely stable employment,AI综合评估 + O*NET/ILO/OECD锚点校准
GOV-0106-CN-general,公共管理与公务员,GOV,中央/联邦公务员,立法助理/政策顾问,Legislative Assistant / Policy Advisor,2422,19-3094.00,东亚,中国,CN,country,general,硕士,25-32,global,6.4,8.2,5.5,7.9,4.5,3.9,5.2,4.6,6.8,5.5,7.8,9.7,6.6,5.0,4.8,6.7,6.3,1.9,6.3,8.4,4.4,4.8,4.6,7.2,2.7,5.6,5.7,8.0,0.7,7.9,2.5,1.7,4.8,7.3,0,2,↑,2032-2038,5.61,中国立法助理/政策顾问：就业稳定,China Legislative Assistant / Policy Advisor: stable employment,AI综合评估 + O*NET/ILO/OECD锚点校准
GOV-0106-JP-general,公共管理与公务员,GOV,中央/联邦公务员,立法助理/政策顾问,Legislative Assistant / Policy Advisor,2422,19-3094.00,东亚,日本,JP,country,general,硕士,25-32,global,6.5,7.5,5.5,8.3,4.3,3.4,5.2,5.1,7.0,5.9,8.4,9.6,7.0,5.5,5.2,6.8,6.1,1.8,6.0,8.5,4.6,5.4,5.5,7.2,3.0,5.0,5.7,8.0,0.2,7.5,2.7,2.2,4.7,6.8,0,1,→,2032-2038,5.78,日本立法助理/政策顾问：就业稳定,Japan Legislative Assistant / Policy Advisor: stable employment,AI综合评估 + O*NET/ILO/OECD锚点校准
GOV-0106-KR-general,公共管理与公务员,GOV,中央/联邦公务员,立法助理/政策顾问,Legislative Assistant / Policy Advisor,2422,19-3094.00,东亚,韩国,KR,country,general,硕士,25-32,global,6.8,8.1,5.0,7.6,4.0,3.0,5.2,4.6,6.9,5.4,7.5,9.7,6.6,5.3,4.6,6.6,6.4,2.0,6.1,8.2,4.2,5.3,5.3,7.3,3.2,4.9,5.8,7.9,0.5,7.9,2.7,2.1,4.9,6.9,0,1,→,2032-2038,5.55,韩国立法助理/政策顾问：就业稳定,South Korea Legislative Assistant / Policy Advisor: stable employment,AI综合评估 + O*NET/ILO/OECD锚点校准
GOV-0106-TW-general,公共管理与公务员,GOV,中央/联邦公务员,立法助理/政策顾问,Legislative Assistant / Policy Advisor,2422,19-3094.00,东亚,中国台湾地区,TW,region,general,硕士,25-32,global,6.5,7.8,5.0,7.5,3.9,2.9,4.9,5.0,6.7,5.3,7.6,9.6,7.1,5.4,5.2,6.6,6.2,1.9,6.4,8.3,4.7,5.0,5.6,7.1,3.2,5.5,6.0,8.0,0.6,7.3,2.8,2.3,4.7,7.0,0,1,→,2032-2038,5.63,中国台湾地区立法助理/政策顾问：就业稳定,Taiwan (China) Legislative Assistant / Policy Advisor: stable employment,AI综合评估 + O*NET/ILO/OECD锚点校准
GOV-0106-HK-general,公共管理与公务员,GOV,中央/联邦公务员,立法助理/政策顾问,Legislative Assistant / Policy Advisor,2422,19-3094.00,东亚,中国香港地区,HK,region,general,硕士,25-32,global,6.7,7.6,5.1,7.5,4.0,2.9,4.3,4.5,7.6,5.5,7.8,9.7,6.5,5.0,5.0,6.3,6.1,1.8,6.1,8.0,4.3,5.1,5.0,7.4,2.9,5.6,6.1,7.9,0.6,7.0,2.8,2.2,5.5,6.9,0,1,→,2032-2038,5.61,中国香港地区立法助理/政策顾问：就业稳定，薪资回报高,"Hong Kong (China) Legislative Assistant / Policy Advisor: stable employment, high compensation",AI综合评估 + O*NET/ILO/OECD锚点校准
GOV-0106-SG-general,公共管理与公务员,GOV,中央/联邦公务员,立法助理/政策顾问,Legislative Assistant / Policy Advisor,2422,19-3094.00,东南亚,新加坡,SG,country,general,硕士,25-32,global,6.6,8.1,4.9,8.2,3.4,2.3,4.9,4.5,8.3,6.1,8.9,9.7,6.9,5.5,4.9,6.7,6.1,1.7,6.3,8.3,4.7,5.2,5.1,7.5,3.2,6.4,6.1,7.9,0.7,7.4,2.6,2.1,5.4,7.2,0,0,→,2032-2038,5.79,新加坡立法助理/政策顾问：就业极其稳定，薪资回报高,"Singapore Legislative Assistant / Policy Advisor: extremely stable employment, high compensation",AI综合评估 + O*NET/ILO/OECD锚点校准
GOV-0106-TH-general,公共管理与公务员,GOV,中央/联邦公务员,立法助理/政策顾问,Legislative Assistant / Policy Advisor,2422,19-3094.00,东南亚,泰国,TH,country,general,硕士,25-32,global,6.7,7.6,5.2,7.8,4.2,3.1,4.5,4.4,5.9,4.5,7.0,9.5,6.9,5.3,5.2,6.8,5.9,2.2,5.8,7.3,4.5,4.7,5.6,6.9,2.7,5.5,6.0,7.8,0.6,7.0,2.8,1.9,4.6,6.9,0,1,→,2028-2033,5.39,泰国立法助理/政策顾问：发展平稳,Thailand Legislative Assistant / Policy Advisor: steady development,AI综合评估 + O*NET/ILO/OECD锚点校准
GOV-0106-VN-general,公共管理与公务员,GOV,中央/联邦公务员,立法助理/政策顾问,Legislative Assistant / Policy Advisor,2422,19-3094.00,东南亚,越南,VN,country,general,硕士,25-32,global,6.6,7.8,5.6,8.1,4.4,3.9,4.8,4.5,5.7,5.0,7.4,9.6,6.8,5.1,4.8,6.8,6.0,2.0,5.8,7.3,4.3,4.7,5.5,7.0,3.0,5.6,6.2,7.8,0.3,7.0,2.8,2.1,5.1,7.0,0,2,↑,2028-2033,5.5,越南立法助理/政策顾问：发展平稳,Vietnam Legislative Assistant / Policy Advisor: steady development,AI综合评估 + O*NET/ILO/OECD锚点校准
GOV-0106-ID-general,公共管理与公务员,GOV,中央/联邦公务员,立法助理/政策顾问,Legislative Assistant / Policy Advisor,2422,19-3094.00,东南亚,印度尼西亚,ID,country,general,硕士,25-32,global,6.5,7.2,5.4,7.4,4.1,3.5,4.5,4.2,6.1,4.8,6.9,9.5,6.7,5.4,4.8,6.2,5.9,2.2,5.9,7.1,4.4,4.9,5.5,7.1,2.7,5.6,6.1,8.2,0.3,7.1,2.8,2.1,4.6,7.2,0,1,→,2028-2033,5.41,印度尼西亚立法助理/政策顾问：发展平稳,Indonesia Legislative Assistant / Policy Advisor: steady development,AI综合评估 + O*NET/ILO/OECD锚点校准
GOV-0106-MY-general,公共管理与公务员,GOV,中央/联邦公务员,立法助理/政策顾问,Legislative Assistant / Policy Advisor,2422,19-3094.00,东南亚,马来西亚,MY,country,general,硕士,25-32,global,6.5,7.2,5.0,7.4,4.3,3.1,4.7,4.2,6.4,4.9,7.3,9.5,7.1,5.5,4.9,6.5,6.1,2.1,5.7,7.5,4.2,4.9,5.2,7.3,3.0,5.3,5.6,8.0,0.3,7.3,2.9,2.2,4.8,6.7,0,1,→,2028-2033,5.46,马来西亚立法助理/政策顾问：发展平稳,Malaysia Legislative Assistant / Policy Advisor: steady development,AI综合评估 + O*NET/ILO/OECD锚点校准
GOV-0106-PH-general,公共管理与公务员,GOV,中央/联邦公务员,立法助理/政策顾问,Legislative Assistant / Policy Advisor,2422,19-3094.00,东南亚,菲律宾,PH,country,general,硕士,25-32,global,6.7,7.7,5.2,7.1,4.1,3.4,4.5,4.6,5.8,4.2,6.3,9.4,6.9,5.4,5.0,6.8,5.9,2.1,6.2,7.1,4.3,4.5,5.4,6.6,2.8,5.6,6.1,7.8,0.3,7.0,2.8,2.1,4.9,6.8,0,1,→,2032-2038,5.35,菲律宾立法助理/政策顾问：发展平稳,Philippines Legislative Assistant / Policy Advisor: steady development,AI综合评估 + O*NET/ILO/OECD锚点校准
GOV-0106-IN-general,公共管理与公务员,GOV,中央/联邦公务员,立法助理/政策顾问,Legislative Assistant / Policy Advisor,2422,19-3094.00,南亚,印度,IN,country,general,硕士,25-32,global,6.6,7.8,5.1,7.4,4.6,3.9,4.8,4.8,6.8,4.9,7.2,9.7,7.0,5.3,4.9,6.7,5.7,2.1,5.9,8.4,4.5,4.5,4.9,6.8,2.7,5.1,5.9,7.8,0.3,7.7,3.1,2.0,5.0,7.1,0,2,↑,2028-2033,5.49,印度立法助理/政策顾问：发展平稳,India Legislative Assistant / Policy Advisor: steady development,AI综合评估 + O*NET/ILO/OECD锚点校准
GOV-0106-PK-general,公共管理与公务员,GOV,中央/联邦公务员,立法助理/政策顾问,Legislative Assistant / Policy Advisor,2422,19-3094.00,南亚,巴基斯坦,PK,country,general,硕士,25-32,global,6.1,7.5,5.3,7.6,4.3,3.3,4.4,4.8,5.6,4.3,6.3,9.3,6.9,4.7,4.5,6.2,5.8,2.4,6.0,7.3,4.0,4.3,5.2,6.9,3.1,4.2,6.0,7.8,0.4,7.1,3.4,2.0,4.7,7.0,0,1,→,2032-2038,5.25,巴基斯坦立法助理/政策顾问：发展平稳,Pakistan Legislative Assistant / Policy Advisor: steady development,AI综合评估 + O*NET/ILO/OECD锚点校准
GOV-0106-BD-general,公共管理与公务员,GOV,中央/联邦公务员,立法助理/政策顾问,Legislative Assistant / Policy Advisor,2422,19-3094.00,南亚,孟加拉国,BD,country,general,硕士,25-32,global,6.5,7.2,5.1,7.1,4.0,3.2,4.8,4.8,5.4,4.3,6.7,9.5,6.7,4.8,4.7,6.1,5.7,2.3,5.7,7.1,4.1,4.4,4.9,7.0,2.9,4.4,5.9,7.8,0.5,7.1,2.9,2.0,4.7,6.9,0,1,→,2028-2033,5.23,孟加拉国立法助理/政策顾问：发展平稳,Bangladesh Legislative Assistant / Policy Advisor: steady development,AI综合评估 + O*NET/ILO/OECD锚点校准
GOV-0106-AE-general,公共管理与公务员,GOV,中央/联邦公务员,立法助理/政策顾问,Legislative Assistant / Policy Advisor,2422,19-3094.00,中亚/西亚,阿联酋,AE,country,general,硕士,25-32,global,6.4,7.3,5.2,7.7,4.3,3.3,4.3,4.1,7.7,6.3,8.5,9.8,6.8,5.1,5.0,6.7,6.2,1.7,5.9,7.3,4.5,5.4,5.5,7.2,2.8,5.1,5.8,7.9,0.4,6.6,3.1,2.0,5.3,6.8,0,1,→,2028-2033,5.7,阿联酋立法助理/政策顾问：就业极其稳定，薪资回报高,"United Arab Emirates Legislative Assistant / Policy Advisor: extremely stable employment, high compensation",AI综合评估 + O*NET/ILO/OECD锚点校准
GOV-0106-IL-general,公共管理与公务员,GOV,中央/联邦公务员,立法助理/政策顾问,Legislative Assistant / Policy Advisor,2422,19-3094.00,中亚/西亚,以色列,IL,country,general,硕士,25-32,global,6.8,7.9,4.9,7.8,4.2,3.2,4.6,4.5,7.2,5.7,7.1,9.6,6.8,5.7,5.1,6.6,6.1,1.7,6.1,7.4,4.7,5.4,5.4,7.5,3.2,6.3,6.3,8.0,0.3,6.8,2.8,2.3,5.3,7.0,0,1,→,2032-2038,5.67,以色列立法助理/政策顾问：发展平稳,Israel Legislative Assistant / Policy Advisor: steady development,AI综合评估 + O*NET/ILO/OECD锚点校准
GOV-0106-SA-general,公共管理与公务员,GOV,中央/联邦公务员,立法助理/政策顾问,Legislative Assistant / Policy Advisor,2422,19-3094.00,中亚/西亚,沙特阿拉伯,SA,country,general,硕士,25-32,global,6.5,7.1,5.2,7.7,4.5,3.9,3.8,4.0,7.7,5.6,7.6,9.6,7.0,4.8,4.9,6.3,6.1,1.9,5.8,7.2,4.3,5.1,5.0,6.7,2.8,4.6,6.2,8.3,0.8,6.4,2.9,1.9,5.1,7.3,0,2,↑,2028-2033,5.53,沙特阿拉伯立法助理/政策顾问：就业稳定，薪资回报高,"Saudi Arabia Legislative Assistant / Policy Advisor: stable employment, high compensation",AI综合评估 + O*NET/ILO/OECD锚点校准
GOV-0106-TR-general,公共管理与公务员,GOV,中央/联邦公务员,立法助理/政策顾问,Legislative Assistant / Policy Advisor,2422,19-3094.00,中亚/西亚,土耳其,TR,country,general,硕士,25-32,global,6.4,7.4,5.3,7.3,4.5,3.6,4.7,4.8,6.1,5.0,6.7,9.5,6.9,4.8,4.7,6.3,5.8,2.1,6.0,7.4,4.6,4.6,4.9,6.7,3.0,5.3,5.8,8.2,0.5,7.0,2.8,1.8,5.0,7.0,0,1,→,2032-2038,5.42,土耳其立法助理/政策顾问：发展平稳,Turkey Legislative Assistant / Policy Advisor: steady development,AI综合评估 + O*NET/ILO/OECD锚点校准
GOV-0106-GB-general,公共管理与公务员,GOV,中央/联邦公务员,立法助理/政策顾问,Legislative Assistant / Policy Advisor,2422,19-3094.00,西欧,英国,GB,country,general,硕士,25-32,global,6.6,7.7,4.7,7.7,3.9,2.9,4.4,4.8,7.4,5.2,7.6,9.6,7.6,6.2,5.7,6.7,6.5,1.7,5.9,8.0,5.0,5.3,6.0,7.0,3.2,6.6,6.4,7.7,0.6,7.3,3.0,2.2,5.1,6.9,0,1,→,2028-2033,5.72,英国立法助理/政策顾问：就业稳定,United Kingdom Legislative Assistant / Policy Advisor: stable employment,AI综合评估 + O*NET/ILO/OECD锚点校准
GOV-0106-FR-general,公共管理与公务员,GOV,中央/联邦公务员,立法助理/政策顾问,Legislative Assistant / Policy Advisor,2422,19-3094.00,西欧,法国,FR,country,general,硕士,25-32,global,6.8,7.6,5.5,8.1,4.9,3.8,4.8,4.7,6.7,5.6,8.0,9.7,7.7,5.9,5.6,6.6,5.9,2.0,6.1,7.9,4.9,5.3,5.9,7.2,3.1,6.1,6.0,8.1,0.6,7.3,2.7,2.0,5.2,6.9,0,2,↑,2032-2038,5.78,法国立法助理/政策顾问：就业稳定,France Legislative Assistant / Policy Advisor: stable employment,AI综合评估 + O*NET/ILO/OECD锚点校准
GOV-0106-DE-general,公共管理与公务员,GOV,中央/联邦公务员,立法助理/政策顾问,Legislative Assistant / Policy Advisor,2422,19-3094.00,西欧,德国,DE,country,general,硕士,25-32,global,7.0,7.6,5.0,8.0,3.8,3.2,4.4,4.7,7.6,5.6,8.3,9.7,7.3,6.1,5.7,6.9,6.1,1.9,6.3,7.8,5.0,5.5,6.3,7.4,3.1,5.9,6.6,8.3,0.6,7.1,2.9,2.3,5.3,6.9,0,1,→,2032-2038,5.82,德国立法助理/政策顾问：就业稳定，薪资回报高,"Germany Legislative Assistant / Policy Advisor: stable employment, high compensation",AI综合评估 + O*NET/ILO/OECD锚点校准
GOV-0106-NL-general,公共管理与公务员,GOV,中央/联邦公务员,立法助理/政策顾问,Legislative Assistant / Policy Advisor,2422,19-3094.00,西欧,荷兰,NL,country,general,硕士,25-32,global,6.7,7.8,5.1,8.2,3.6,2.8,4.1,4.2,7.3,6.0,8.0,9.7,7.7,6.7,6.0,6.6,5.9,1.6,5.8,7.8,5.0,5.8,6.7,7.5,2.8,7.0,6.5,8.0,0.4,6.8,3.0,2.2,5.1,7.3,0,1,→,2028-2033,5.81,荷兰立法助理/政策顾问：就业稳定,Netherlands Legislative Assistant / Policy Advisor: stable employment,AI综合评估 + O*NET/ILO/OECD锚点校准
